"word_combo","he_cue","he_target","type","cue_type","target_type","he_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"כפתורעולך","כפתור","עולך","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כרטיסדרכון","כרטיס","דרכון","related","word","word",0.458025682334642,0.442088749593646,1.90680698998117,0.674158076514798,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"כרטיסלהתחבא","כרטיס","להתחבא","unrelated","word","word",0.0843812698960557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כרטיסלצפשר","כרטיס","לצפשר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כריךבממה","כריך","בממה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כריךהמבורגר","כריך","המבורגר","related","word","word",0.536667464518626,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"כריךלהשתמש","כריך","להשתמש","unrelated","word","word",0.060345867103748,-0.534186820478584,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"כרישדג","כריש","דג","related","word","word",0.60987192221314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כרישהכעשה","כריש","הכעשה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כרישסיסמה","כריש","סיסמה","unrelated","word","word",0.114238777015214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כשמבר","כש","מבר","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כשמוסיקאי","כש","מוסיקאי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כת. אן. אף.אליש","כת. אן. אף.","אליש","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כת. אן. אף.עורק","כת. אן. אף.","עורק","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כתבליטלי","כתב","ליטלי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כתבלשחות","כתב","לשחות","unrelated","word","word",0.0781464693168221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כתבעתונאי","כתב","עתונאי","related","word","word",0.363413497922793,-1.15220317524961,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"כתיטבסוזין","כתיט","בסוזין","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כתיטשיכור","כתיט","שיכור","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כתףבמהיג","כתף","במהיג","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כתףברך","כתף","ברך","related","word","word",0.341861095009873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כתףקפיטליזם","כתף","קפיטליזם","unrelated","word","word",0.0588623146614578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כתריפליך","כתר","יפליך","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"כתרכס","כתר","כס","related","word","word",0.346513342102845,NA,NA,NA,NA,1,1,0,1,1,1,0,1,FALSE,FALSE,NA
"כתרשבועי","כתר","שבועי","unrelated","word","word",0.0715717067979415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא בטוחאדרה","לא בטוח","אדרה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא בטוחמסוכן","לא בטוח","מסוכן","related","word","word",NA,-0.826013189982588,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"לא בטוחשתן","לא בטוח","שתן","unrelated","word","word",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,NA
"לא חוקיחוקי","לא חוקי","חוקי","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא חוקימסמד","לא חוקי","מסמד","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא חוקיצעיר","לא חוקי","צעיר","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא נוחגביג","לא נוח","גביג","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא נוחילד","לא נוח","ילד","unrelated","word","word",NA,-0.0733388025747173,0.522033318005493,0.369133299166997,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"לא נוחלא נעים","לא נוח","לא נעים","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא נטסבלבול","לא נטס","בלבול","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא נטסמטי","לא נטס","מטי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא נכוןאירוע","לא נכון","אירוע","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא נכוןמגח","לא נכון","מגח","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא נכוןנכון","לא נכון","נכון","related","word","word",NA,-0.856607862432972,0.365187558377009,0.149087196406086,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"לא סביראליבי","לא סביר","אליבי","unrelated","word","word",NA,NA,NA,NA,NA,1,1,0,1,1,1,0,1,FALSE,FALSE,NA
"לא סבירכנבקה","לא סביר","כנבקה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא סבירלא אחראי","לא סביר","לא אחראי","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא סזמרמבטא","לא סזמר","מבטא","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לא סזמרתלונית","לא סזמר","תלונית","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאומיגלובלי","לאומי","גלובלי","related","word","word",0.409530359551409,-0.88381881422073,NA,NA,1,2,3,0,0.666666666666667,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"לאומיחלליף","לאומי","חלליף","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאומיעותק","לאומי","עותק","unrelated","word","word",0.112185117697783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאחדבדרך כלל","לאחד","בדרך כלל","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאחדלקשור","לאחד","לקשור","related","word","word",0.218296069739641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאחדפית","לאחד","פית","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאחלבעל חיים","לאחל","בעל חיים","unrelated","word","word",NA,-0.339408422354951,0.275024204829865,0.122994563491481,5,5,6,0,0.833333333333333,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"לאחלדתיר","לאחל","דתיר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאחללברך","לאחל","לברך","related","word","word",0.447528061664653,-0.663451759476042,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"לאטבמהירות","לאט","במהירות","related","word","word",0.45807034589357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאטמדינה","לאט","מדינה","unrelated","word","word",0.126827177316207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאטנקפינג","לאט","נקפינג","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאיזנדיב","לאיז","נדיב","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאיזתארון","לאיז","תארון","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאירוקיאבשלון","לאירוקי","אבשלון","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאירוקילפגוש","לאירוקי","לפגוש","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאססיגריה","לאס","סיגריה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאסעויו","לאס","עויו","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאפשרלהרסיע","לאפשר","להרסיע","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאפשרלספק","לאפשר","לספק","related","word","word",0.313862669326091,NA,NA,NA,NA,2,2,0,1,0,0,2,NA,FALSE,FALSE,NA
"לאפשרשחקן","לאפשר","שחקן","unrelated","word","word",0.0715234544465887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאשרהלחלוטין","לאשרה","לחלוטין","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לאשרהלניה","לאשרה","לניה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לבדבודד","לבד","בודד","related","word","word",0.419852720675654,-1.0856361680419,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"לבדנזיל","לבד","נזיל","unrelated","word","word",0.0977297131804638,1.30314328702609,2.3620890138199,1.36375272797878,3,3,3,1,1,2,3,1,0.666666666666667,FALSE,FALSE,FALSE
"לבדנחיבה","לבד","נחיבה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לבחוןדהו מלמסתו","לבחון","דהו מלמסתו","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לבחוןכלא","לבחון","כלא","unrelated","word","word",0.0437981296729283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לבחוןלחקור","לבחון","לחקור","related","word","word",0.564735380586435,0.368960279973661,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"לבלועאתמול","לבלוע","אתמול","unrelated","word","word",0.0600659957164795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לבלועבסדה","לבלוע","בסדה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לבלועללעוס","לבלוע","ללעוס","related","word","word",0.495825841010013,NA,NA,NA,NA,1,1,1,1,1,2,0,0.5,FALSE,FALSE,NA
"לבןכנבר","לבן","כנבר","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לבןנהג","לבן","נהג","unrelated","word","word",0.137228197271853,-0.449792027229961,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"לבןשחור","לבן","שחור","related","word","word",0.671264055308405,-0.192176371708649,0.775269065291873,0.548198013312039,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"לבסלדיירתיות","לבסל","דיירתיות","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לבסללחי","לבסל","לחי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לברדעטנונאי","לברדע","טנונאי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לברדעלעתים תכופות","לברדע","לעתים תכופות","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לברסגרבת דותה","לברס","גרבת דותה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לברסליידע","לברס","ליידע","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגובדקחשטא","לגובדק","חשטא","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגובדקרשמי","לגובדק","רשמי","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגונקאדריהר","לגונק","אדריהר","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגונקשתן","לגונק","שתן","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגורסללא הזיש","לגורסל","לא הזיש","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגורסלסנטימטר","לגורסל","סנטימטר","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגידכוכב","לגיד","כוכב","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגידכנבקה","לגיד","כנבקה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגיוןלהסתובב","לגיון","להסתובב","unrelated","word","word",0.0856846890696185,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"לגיוןצבא","לגיון","צבא","related","word","word",0.458298176993935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגיוןצדחודי","לגיון","צדחודי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגנובלשדוד","לגנוב","לשדוד","related","word","word",0.565271605929576,NA,NA,NA,NA,0,0,1,NA,0,0,1,NA,FALSE,FALSE,NA
"לגנובמאה","לגנוב","מאה","unrelated","word","word",0.125578480718556,-0.683365201239448,0.499839562569679,0.24991978128484,4,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"לגנובעומות","לגנוב","עומות","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגניוודקה","לגני","וודקה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגניתעשים","לגני","תעשים","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגעטילר","לגע","טילר","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגעללכת","לגע","ללכת","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגתקופתהבטחה","לגתקופת","הבטחה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לגתקופתישח","לגתקופת","ישח","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לדגושהעילות","לדגוש","העילות","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לדגושכתום","לדגוש","כתום","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לדווחאימפואה","לדווח","אימפואה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לדווחכובע","לדווח","כובע","unrelated","word","word",0.0498335115673646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לדווחליידע","לדווח","ליידע","related","word","word",0.424850423738455,2.78605942040373,3.84098222425753,2.71598457718949,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"לדוףנחיבה","לדוף","נחיבה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לדוףקומדיה","לדוף","קומדיה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לדחוףאבליטיקאי","לדחוף","אבליטיקאי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לדחוףלמשוך","לדחוף","למשוך","related","word","word",0.453998516499351,-0.691907709877171,0.34705759920279,0.13117544258653,7,7,8,0,0.875,8,8,0,1,FALSE,FALSE,FALSE
"לדחוףמאוד","לדחוף","מאוד","unrelated","word","word",0.140691413189614,NA,NA,NA,NA,1,1,0,1,1,1,0,1,FALSE,FALSE,NA
"לדייםחיסון","לדיים","חיסון","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"לדייםפצודה","לדיים","פצודה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להאכיללאכול","להאכיל","לאכול","related","word","word",0.475541057868801,NA,NA,NA,NA,1,1,0,1,1,1,0,1,FALSE,FALSE,NA
"להאכילצהוב","להאכיל","צהוב","unrelated","word","word",0.10563261276691,0.097092594368561,0.506956437490053,0.358472334715391,2,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"להאכילצוחה","להאכיל","צוחה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להאכיסחלש","להאכיס","חלש","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להאכיססמכואי","להאכיס","סמכואי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להביאבקה","להביא","בקה","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להביאחוקי","להביא","חוקי","unrelated","word","word",0.144616023166793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להביאלשלוח","להביא","לשלוח","related","word","word",0.466157524537467,-0.661580740958098,0.211681733100083,0.149681588928389,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"להביןמבין","להבין","מבין","related","word","word",0.557555656615585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להביןמשרד ממשלתי","להבין","משרד ממשלתי","unrelated","word","word",NA,0.670502240787176,0.0786891177756449,0.0556416087847454,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"להביןפליש","להבין","פליש","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגבגבקשה","להגבג","בקשה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגבגנוובי","להגבג","נוובי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגבידעדיין","להגביד","עדיין","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגבידשלברות","להגביד","שלברות","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגביקאעי","להגביק","אעי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגביקלהפעיל","להגביק","להפעיל","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגבירלהפחית","להגביר","להפחית","related","word","word",0.548387747244306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגבירמקצול","להגביר","מקצול","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגבירסמטה","להגביר","סמטה","unrelated","word","word",0.0977197081511487,-1.02875860402469,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להגזקדמהיר","להגזקד","מהיר","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגזקדסיקה","להגזקד","סיקה","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגיעלא נעים","להגיע","לא נעים","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגיעלבוא","להגיע","לבוא","related","word","word",0.490300295529699,-0.849556093157135,0.351252077122978,0.175626038561489,4,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"להגיעראוש","להגיע","ראוש","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגלביכור","להגלב","יכור","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגלבמכוער","להגלב","מכוער","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגרבדאווירה","להגרבד","אווירה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להגרבדלתאי","להגרבד","לתאי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להדועלא אנואי","להדוע","לא אנואי","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להדועמתוח","להדוע","מתוח","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להודותהעדרות","להודות","העדרות","unrelated","word","word",-0.00835245939750422,-0.459698419477377,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להודותלהתוודות","להודות","להתוודות","related","word","word",0.426462086858972,0.952239276057978,3.60312882698188,1.36185468827456,7,8,8,0,1,6,8,0,0.75,FALSE,FALSE,FALSE
"להודותנסגוש","להודות","נסגוש","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להודלחוצק","להודל","חוצק","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להודללייצר","להודל","לייצר","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להודשראריה","להודשר","אריה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להודשרמקצול","להודשר","מקצול","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להוהיםבדרך כלל","להוהים","בדרך כלל","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להוהיםניסות","להוהים","ניסות","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להוקותחטיון","להוקות","חטיון","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להוקותכוונה","להוקות","כוונה","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להוריףאיידס","להוריף","איידס","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להוריףמטכתף","להוריף","מטכתף","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להחזיקיך","להחזיק","יך","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להחזיקלשמור","להחזיק","לשמור","related","word","word",0.423930862258886,-0.981334133591552,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להחזיקמסוק","להחזיק","מסוק","unrelated","word","word",0.0768913142876854,NA,NA,NA,NA,0,1,0,0,0,1,0,0,FALSE,FALSE,NA
"להחליםאגדה","להחלים","אגדה","unrelated","word","word",0.135984675010447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להחליםטבות","להחלים","טבות","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להחליםלרפא","להחלים","לרפא","related","word","word",0.510275581962485,-0.85647406645935,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"להחליףלהגי","להחליף","להגי","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להחליףפין","להחליף","פין","unrelated","word","word",0.111701783288937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"להחליףתחליף","להחליף","תחליף","related","word","word",0.622174987030772,NA,NA,NA,NA,2,2,0,1,2,2,0,1,FALSE,FALSE,NA
"להחמיאכמות","להחמיא","כמות","unrelated","word","word",0.124539330099347,-0.117663722632401,NA,NA,1,2,3,0,0.666666666666667,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
