"word_combo","ur_cue","ur_target","type","cue_type","target_type","ur_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"ساگوقجوڈلاپٹ","ساگوق","جوڈلاپٹ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سالانہ تقریبدھماکہ خیز مواد","سالانہ تقریب","دھماکہ خیز مواد","unrelated","word","word",NA,0.530676749267672,1.49291327137376,0.414059642289136,13,21,22,1,0.954545454545455,21,22,1,0.954545454545455,FALSE,FALSE,FALSE
"سالانہ تقریبسالگرہ","سالانہ تقریب","سالگرہ","related","word","word",NA,-0.746403650145691,0.707854737125845,0.141570947425169,25,46,47,0,0.978723404255319,46,47,0,0.978723404255319,FALSE,FALSE,FALSE
"سالانہ تقریبویسایس","سالانہ تقریب","ویسایس","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سایہاندھیرا","سایہ","اندھیرا","related","word","word",0.347799671560307,-0.811742635933929,0.375964067269511,0.0686413334849669,30,50,53,3,0.943396226415094,47,53,3,0.886792452830189,TRUE,TRUE,FALSE
"سایہڈصوبا","سایہ","ڈصوبا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سایہمطالعہ","سایہ","مطالعہ","unrelated","word","word",0.14745757408591,-0.224021545226453,1.13127775866498,0.266644724852509,18,26,27,0,0.962962962962963,23,27,0,0.851851851851852,FALSE,FALSE,FALSE
"سببجونیئر","سبب","جونیئر","unrelated","word","word",0.0736914189987206,-0.197896536411224,1.04377385319309,0.289490780590485,13,17,19,1,0.894736842105263,19,20,0,0.95,FALSE,FALSE,FALSE
"سببدھنیکہ","سبب","دھنیکہ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سببعنصر","سبب","عنصر","related","word","word",0.28926733988429,-0.172890769624487,0.301119175452184,0.10646170545377,8,14,17,1,0.823529411764706,14,17,1,0.823529411764706,FALSE,FALSE,FALSE
"سبزبورستان","سبز","بورستان","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سبزنارنجی","سبز","نارنجی","related","word","word",0.424076093797565,-0.01831244488709,0.562657713518993,0.150376599286691,14,17,20,1,0.85,19,20,1,0.95,FALSE,FALSE,FALSE
"سبزوقار","سبز","وقار","unrelated","word","word",0.121197421464036,-0.836158260455409,0.358340738214149,0.0895851845535371,16,23,24,0,0.958333333333333,22,24,0,0.916666666666667,FALSE,FALSE,FALSE
"سبوراداکار","سبور","اداکار","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سبورجوجنئر","سبور","جوجنئر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سپرمینبیٹ مین","سپرمین","بیٹ مین","related","word","word",NA,-0.22059503681642,0.553644748888897,0.184548249629632,9,13,14,0,0.928571428571429,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"سپرمینرہوبا","سپرمین","رہوبا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سپرمینقابل ذکر","سپرمین","قابل ذکر","unrelated","word","word",NA,-0.413501121736163,0.480902468050831,0.138824584691551,12,21,23,1,0.91304347826087,18,22,2,0.818181818181818,FALSE,FALSE,FALSE
"سپورٹتصدیق","سپورٹ","تصدیق","unrelated","word","word",0.132172968105829,-0.313589984973223,0.60517470963606,0.167845265092834,13,20,21,0,0.952380952380952,19,21,0,0.904761904761905,FALSE,FALSE,FALSE
"سپورٹگیوذ","سپورٹ","گیوذ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سپورٹمدد","سپورٹ","مدد","related","word","word",0.199149279068548,-0.806297734840434,0.862577794233161,0.222716628791557,15,31,34,0,0.911764705882353,31,34,0,0.911764705882353,FALSE,FALSE,FALSE
"ستمبراکتوبر","ستمبر","اکتوبر","related","word","word",0.618971456669248,-1.03080526812671,0.174084409414932,0.058028136471644,9,13,13,2,1,12,13,2,0.923076923076923,FALSE,FALSE,FALSE
"ستمبرشنگ","ستمبر","شنگ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ستمبرنقطہ نظر","ستمبر","نقطہ نظر","unrelated","word","word",NA,0.0400755727390615,0.648840362438665,0.179955938181788,13,23,26,1,0.884615384615385,23,27,0,0.851851851851852,FALSE,FALSE,FALSE
"سچایڈریس","سچ","ایڈریس","unrelated","word","word",0.102156868835363,-0.632550672204614,0.620640063935967,0.219429398942587,8,12,14,0,0.857142857142857,10,14,0,0.714285714285714,FALSE,FALSE,FALSE
"سچحقیقی","سچ","حقیقی","related","word","word",0.254267699370538,-0.745427313517997,0.622058802214864,0.14662066578097,18,32,35,2,0.914285714285714,30,34,3,0.88235294117647,FALSE,FALSE,FALSE
"سچگصشمر","سچ","گصشمر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سرابفرد","سراب","فرد","unrelated","word","word",0.10508671094413,-0.594583377858681,0.511519925896346,0.10905641463127,22,30,32,1,0.9375,28,32,1,0.875,FALSE,FALSE,FALSE
"سرابنفسیمن","سراب","نفسیمن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سرابواہمہ","سراب","واہمہ","related","word","word",0.326232579643456,-0.0558842533413227,1.15578453294589,0.471847059719733,6,10,20,0,0.5,17,20,0,0.85,FALSE,FALSE,FALSE
"سراسساخا","سراس","ساخا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سراسساگر","سراس","ساگر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سرٹپگڈنڈی","سرٹ","پگڈنڈی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سرٹٹواٹازی","سرٹ","ٹواٹازی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سرجنالشیم","سرجن","الشیم","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سرجنامیر","سرجن","امیر","unrelated","word","word",0.118281363673409,-0.781873030138627,0.483055134466563,0.152755446035324,10,17,22,0,0.772727272727273,18,22,0,0.818181818181818,FALSE,FALSE,FALSE
"سرجنڈاکٹر","سرجن","ڈاکٹر","related","word","word",0.409362125748355,-0.837721050214058,0.261572798744594,0.0634407222360231,17,29,34,2,0.852941176470588,30,35,1,0.857142857142857,FALSE,FALSE,FALSE
"سرخالودنی","سرخ","الودنی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سرخپیلا","سرخ","پیلا","related","word","word",0.453421139481695,-0.9204458728862,0.236417741174678,0.118208870587339,4,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"سرخڈائریکٹر","سرخ","ڈائریکٹر","unrelated","word","word",0.0758141333963789,0.325067640845918,0.865770816387311,0.216442704096828,16,20,24,4,0.833333333333333,23,24,4,0.958333333333333,FALSE,FALSE,FALSE
"سرخیتوجہ مرکوز کرنا","سرخی","توجہ مرکوز کرنا","unrelated","word","word",NA,1.02892271479425,1.38791704682071,0.310347686382186,20,33,38,1,0.868421052631579,33,39,0,0.846153846153846,FALSE,FALSE,FALSE
"سرخیخوشبو","سرخی","خوشبو","related","word","word",0.256327028997752,-0.532240469337531,0.678227245172405,0.204493208621204,11,15,15,1,1,15,15,1,1,FALSE,FALSE,FALSE
"سرخیلعرفین","سرخی","لعرفین","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سرکاری طور پرسرکاری","سرکاری طور پر","سرکاری","related","word","word",NA,-0.884211826562673,0.198415381850748,0.0550305256233568,13,17,19,0,0.894736842105263,18,19,0,0.947368421052632,FALSE,FALSE,FALSE
"سرکاری طور پرضیح","سرکاری طور پر","ضیح","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سرکاری طور پرہواداری","سرکاری طور پر","ہواداری","unrelated","word","word",NA,0.721062719499185,1.26664021155697,0.338523835996932,14,22,25,1,0.88,25,25,1,1,FALSE,FALSE,FALSE
"سرگاطی پوتپرخالیاہ","سرگاطی پوتپر","خالیاہ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سرگاطی پوتپرریت","سرگاطی پوتپر","ریت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سروسایک رگسم گی دھاڈی","سروس","ایک رگسم گی دھاڈی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سروسبحالی","سروس","بحالی","related","word","word",0.173838548962175,-0.42944960341861,0.525798853762395,0.1458303636785,13,21,25,1,0.84,20,24,2,0.833333333333333,FALSE,FALSE,FALSE
"سروسجھیل","سروس","جھیل","unrelated","word","word",0.133109002207863,-0.682554846098952,0.510498787687816,0.127624696921954,16,26,31,2,0.838709677419355,24,31,2,0.774193548387097,FALSE,FALSE,FALSE
"سرینچوتڑ","سرین","چوتڑ","related","word","word",0.41315359106773,2.29625919529416,0.55561907370499,0.392882014773386,2,9,32,1,0.28125,15,32,1,0.46875,FALSE,FALSE,FALSE
"سرینشخصیت","سرین","شخصیت","unrelated","word","word",0.0858785209907298,-0.175472667879313,1.34458157605799,0.347169470112661,15,28,31,0,0.903225806451613,20,30,1,0.666666666666667,FALSE,FALSE,FALSE
"سرینققاط","سرین","ققاط","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سزادوڑ","سزا","دوڑ","unrelated","word","word",0.149397518856074,-0.338364306619987,0.61946479270877,0.234135683923941,7,17,22,0,0.772727272727273,17,22,0,0.772727272727273,FALSE,FALSE,FALSE
"سزاذاذ گھکھنا","سزا","ذاذ گھکھنا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سزاگرفتاری","سزا","گرفتاری","related","word","word",0.378444217360766,-0.755119626140174,0.370016124910158,0.0848875208402054,19,29,30,0,0.966666666666667,26,30,0,0.866666666666667,FALSE,FALSE,FALSE
"سڑکسرمایہ داری","سڑک","سرمایہ داری","unrelated","word","word",NA,-0.254610409365237,0.938551277710142,0.22121865765338,18,37,40,2,0.925,37,41,1,0.902439024390244,FALSE,FALSE,FALSE
"سڑکگلی","سڑک","گلی","related","word","word",0.297040940267366,-0.743381131283944,0.528730386991953,0.159418209901065,11,14,14,1,1,13,14,1,0.928571428571429,FALSE,FALSE,FALSE
"سڑکماگریٹنگ","سڑک","ماگریٹنگ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سڑیسبلی","سڑیس","بلی","unrelated","word","word",NA,-0.320262468647368,0.719969122465714,0.27212274995567,7,14,17,0,0.823529411764706,12,17,0,0.705882352941177,FALSE,FALSE,FALSE
"سڑیسڈیپریشن","سڑیس","ڈیپریشن","related","word","word",NA,-0.267815947131712,0.8947420702419,0.239129876884144,14,20,21,2,0.952380952380952,18,22,1,0.818181818181818,FALSE,FALSE,FALSE
"سڑیسوقم","سڑیس","وقم","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سستتیز","سست","تیز","related","word","word",0.40187573164715,-0.411957663298026,0.804194811473901,0.232151045442679,12,17,19,0,0.894736842105263,15,19,0,0.789473684210526,FALSE,FALSE,FALSE
"سستحکومت","سست","حکومت","unrelated","word","word",0.148963673516438,-0.879171422510087,0.3488721141363,0.0780101762662831,20,32,33,4,0.96969696969697,28,33,4,0.848484848484849,FALSE,FALSE,FALSE
"سستفاگقان","سست","فاگقان","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سسہچدڈ","سسہ","چدڈ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سسہچھپانا","سسہ","چھپانا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سعصہذوطال","سعصہ","ذوطال","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سعصہمستحکم","سعصہ","مستحکم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سفارتخانہآط","سفارتخانہ","آط","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سفارتخانہہم آہنگی","سفارتخانہ","ہم آہنگی","unrelated","word","word",NA,-0.373533952466529,0.275983540913711,0.0975749166379799,8,21,29,0,0.724137931034483,19,28,1,0.678571428571429,FALSE,FALSE,FALSE
"سفارتخانہوزارت","سفارتخانہ","وزارت","related","word","word",0.272284956348392,-0.352379522627461,0.756583215078612,0.151316643015722,25,46,50,2,0.92,32,49,3,0.653061224489796,FALSE,TRUE,FALSE
"سفرنآکسیمر","سفرن","آکسیمر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سفرنکنسرٹ","سفرن","کنسرٹ","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سفیداروؤں","سفیدار","وؤں","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سفیداریاد رکھنا","سفیدار","یاد رکھنا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سفیدبلیک","سفید","بلیک","related","word","word",0.177134715115086,-0.526296625391024,0.576889043804363,0.144222260951091,16,23,25,0,0.92,21,25,0,0.84,FALSE,FALSE,FALSE
"سفیدڈرائیور","سفید","ڈرائیور","unrelated","word","word",0.0964147101267091,-0.41679254604298,0.893546222062632,0.194987771406849,21,28,29,1,0.96551724137931,25,30,0,0.833333333333333,FALSE,FALSE,FALSE
"سفیدوڑاشپ","سفید","وڑاشپ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سفیرغو","سفیر","غو","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سفیرکیڑا","سفیر","کیڑا","unrelated","word","word",0.133183012510626,-0.371272426456437,0.637799682668848,0.212599894222949,9,12,12,0,1,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"سفیروزیر","سفیر","وزیر","related","word","word",0.285881507244425,-0.368992249380938,0.55409796445381,0.226209546737774,6,12,12,0,1,11,12,0,0.916666666666667,FALSE,FALSE,FALSE
"سکرینپہلے","سکرین","پہلے","unrelated","word","word",0.143148190784724,-0.960056764402396,0.27914883070647,0.06091526889861,21,33,35,0,0.942857142857143,33,34,1,0.970588235294118,FALSE,FALSE,FALSE
"سکرینجھنج","سکرین","جھنج","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سکرینمانیٹر","سکرین","مانیٹر","related","word","word",0.309048207142468,-0.181088511858531,0.462141437270193,0.128174972968793,13,21,26,0,0.807692307692308,24,26,0,0.923076923076923,FALSE,FALSE,FALSE
"سگریٹ نوشیامکان","سگریٹ نوشی","امکان","unrelated","word","word",NA,-0.725444422537507,0.336592604831622,0.0772196394528504,19,29,31,0,0.935483870967742,27,31,0,0.870967741935484,FALSE,FALSE,FALSE
"سگریٹ نوشیپیظیم","سگریٹ نوشی","پیظیم","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سگریٹ نوشیسگار","سگریٹ نوشی","سگار","related","word","word",NA,-0.604166533782583,0.408153626097565,0.129069509372505,10,13,19,2,0.68421052631579,16,19,2,0.842105263157895,FALSE,FALSE,FALSE
"سلسلہخدھر","سلسلہ","خدھر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سلسلہقسط","سلسلہ","قسط","related","word","word",0.248013623612217,-0.680037858887359,0.503078695035053,0.190145873851094,7,10,11,0,0.909090909090909,10,11,0,0.909090909090909,FALSE,FALSE,FALSE
"سلسلہہتھوڑا","سلسلہ","ہتھوڑا","unrelated","word","word",0.10377224089013,-0.201505879030523,0.735685691103973,0.178429988922189,17,30,35,1,0.857142857142857,30,35,1,0.857142857142857,FALSE,FALSE,FALSE
"سلنچرجایہ گازی","سلن","چرجایہ گازی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سلنوزیر","سلن","وزیر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سماججیریہ","سماج","جیریہ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سماجحساب","سماج","حساب","unrelated","word","word",0.110475675017879,-0.843917035451319,0.517859862324745,0.149493265457847,12,25,29,0,0.862068965517241,22,29,0,0.758620689655172,FALSE,FALSE,FALSE
"سماجگروہ","سماج","گروہ","related","word","word",0.22906496666823,-0.559655702993492,0.280802948161889,0.088797688988176,10,24,27,3,0.888888888888889,24,28,2,0.857142857142857,FALSE,FALSE,FALSE
"سماعتآزمائش","سماعت","آزمائش","related","word","word",0.111584470636008,-0.917190274438589,0.228552623327747,0.0610832579529163,14,20,22,0,0.909090909090909,20,22,0,0.909090909090909,FALSE,FALSE,FALSE
"سماعتقالین","سماعت","قالین","unrelated","word","word",0.085013330395831,-0.466005615435362,0.636833732766296,0.20138450863685,10,15,17,0,0.88235294117647,12,17,0,0.705882352941177,FALSE,FALSE,FALSE
"سماعتگذچ خمگ","سماعت","گذچ خمگ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سمت شناسیبادشاھی","سمت شناسی","بادشاھی","unrelated","word","word",NA,-0.673742918387476,0.234304266695428,0.0706453944916454,11,16,17,1,0.941176470588235,13,17,1,0.764705882352941,FALSE,FALSE,FALSE
"سمت شناسیششاڈی ڑڑنا","سمت شناسی","ششاڈی ڑڑنا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سمت شناسیمواصلات","سمت شناسی","مواصلات","related","word","word",NA,-0.114766203437817,0.640858535119199,0.151051805321354,18,26,30,0,0.866666666666667,18,30,0,0.6,FALSE,FALSE,FALSE
"سمفکشناسیمچھلی","سمفکشناسی","مچھلی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سمفکشناسیمضبوطیرعے","سمفکشناسی","مضبوطیرعے","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سممیتچحیچ","سممیت","چحیچ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سممیتفضا","سممیت","فضا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سمندربیسکنو","سمندر","بیسکنو","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سمندرساگر","سمندر","ساگر","related","word","word",0.27027463852072,-0.395342642240202,0.739134867225375,0.190843802091007,15,32,45,1,0.711111111111111,42,46,0,0.91304347826087,FALSE,FALSE,FALSE
"سمندرمہلک","سمندر","مہلک","unrelated","word","word",0.0919325647407989,-0.352386456363786,0.786275968878643,0.248642293111218,10,25,25,1,1,20,25,1,0.8,FALSE,FALSE,FALSE
"سمندری ڈاکوپروٹوکول","سمندری ڈاکو","پروٹوکول","unrelated","word","word",NA,-0.0285282358930392,0.971975953511483,0.217340430454685,20,41,44,0,0.931818181818182,38,42,2,0.904761904761905,FALSE,FALSE,FALSE
"سمندری ڈاکوجھازراں","سمندری ڈاکو","جھازراں","related","word","word",NA,1.57197225605756,1.20382658898423,0.380683392906152,10,16,29,0,0.551724137931034,26,29,0,0.896551724137931,FALSE,FALSE,FALSE
"سمندری ڈاکومثجى","سمندری ڈاکو","مثجى","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سمندریبحریہ","سمندری","بحریہ","related","word","word",0.344765167453768,-0.608708710447257,0.352658047787594,0.203607218822055,3,6,9,0,0.666666666666667,7,9,0,0.777777777777778,FALSE,FALSE,FALSE
"سمندریسطیہ","سمندری","سطیہ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سمندریقلم","سمندری","قلم","unrelated","word","word",0.0895950219082693,-0.346739890899654,1.04803049332296,0.290671360148134,13,16,17,1,0.941176470588235,17,17,1,1,FALSE,FALSE,FALSE
"سنسنی خیزاخترر","سنسنی خیز","اخترر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سنسنی خیزبراہ راست","سنسنی خیز","براہ راست","unrelated","word","word",NA,-0.64283669644385,0.821215293320849,0.179203868738007,21,37,41,1,0.902439024390244,32,41,1,0.780487804878049,FALSE,FALSE,FALSE
"سنسنی خیزدلچسپ","سنسنی خیز","دلچسپ","related","word","word",NA,-0.725088235991368,0.295455732255447,0.111671770139485,7,9,13,0,0.692307692307692,9,13,0,0.692307692307692,FALSE,FALSE,FALSE
"سنہربباطا","سنہر","بباطا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سنہربہت پرجوش","سنہر","بہت پرجوش","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سنوحچ","سنو","حچ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سنوخرچ","سنو","خرچ","unrelated","word","word",0.12409594279287,-0.705499011901721,0.415952284540005,0.115364406927337,13,17,21,0,0.80952380952381,19,21,0,0.904761904761905,FALSE,FALSE,FALSE
"سنوسننا","سنو","سننا","related","word","word",0.307788133136378,-0.249825219317666,0.927448966494695,0.267731455232676,12,18,18,1,1,17,19,0,0.894736842105263,FALSE,FALSE,FALSE
"سنیماآسان","سنیما","آسان","unrelated","word","word",0.109496584022134,-0.549686468584241,0.737824098006715,0.190505362934034,15,19,20,0,0.95,15,19,1,0.789473684210526,FALSE,FALSE,FALSE
"سنیماتھیٹر","سنیما","تھیٹر","related","word","word",0.38996124193286,-0.264246436665087,0.228350131910259,0.0722106520836313,10,23,25,1,0.92,21,25,1,0.84,FALSE,FALSE,FALSE
"سنیماساكہ","سنیما","ساكہ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سہجاایفرد","سہجا","ایفرد","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سہجابیوقوفی","سہجا","بیوقوفی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سوئیانونہ","سوئی","انونہ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سوئیتخلیقی صلاحیت","سوئی","تخلیقی صلاحیت","unrelated","word","word",NA,0.682621380333123,0.739713059713924,0.213536767074458,12,19,21,0,0.904761904761905,15,21,0,0.714285714285714,FALSE,FALSE,FALSE
"سوئیسرنج","سوئی","سرنج","related","word","word",0.303373972466987,-0.284776085257238,0.334754706566135,0.167377353283067,4,7,8,0,0.875,7,8,0,0.875,FALSE,FALSE,FALSE
"سواریایمان","سواری","ایمان","unrelated","word","word",0.126320535075504,-0.711606815757219,0.397023401994178,0.119707059764103,11,22,24,0,0.916666666666667,20,24,0,0.833333333333333,FALSE,FALSE,FALSE
"سواریظٹرھا پرجا کےججانا","سواری","ظٹرھا پرجا کےججانا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سواریکار","سواری","کار","related","word","word",0.240242990098612,-0.456460106898323,1.03570166662891,0.251194551067014,17,25,26,0,0.961538461538462,24,26,0,0.923076923076923,FALSE,FALSE,FALSE
"سوال کرناپوچھنا","سوال کرنا","پوچھنا","related","word","word",NA,-0.852201189446874,0.227017512484677,0.0629633293609067,13,19,21,1,0.904761904761905,21,21,1,1,FALSE,FALSE,FALSE
"سوال کرناشیطان","سوال کرنا","شیطان","unrelated","word","word",NA,-0.560273135801031,0.599059849974612,0.141199760751215,18,27,33,0,0.818181818181818,26,33,0,0.787878787878788,FALSE,FALSE,FALSE
"سوال کرنافتل فرقا","سوال کرنا","فتل فرقا","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سوانسیاندر","سوانسی","اندر","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سوانسیخومصغرض","سوانسی","خومصغرض","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سوپداخلہ","سوپ","داخلہ","unrelated","word","word",0.0426280956046379,-0.262429016456098,0.926909101434127,0.414526351953991,5,16,18,0,0.888888888888889,16,18,0,0.888888888888889,FALSE,FALSE,FALSE
"سوپذگلہ بانہ","سوپ","ذگلہ بانہ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سوپسلاد","سوپ","سلاد","related","word","word",0.375612715352784,-0.624757431554141,0.724287375624551,0.161955580714142,20,29,31,3,0.935483870967742,28,32,2,0.875,FALSE,FALSE,FALSE
"سوتشکا گوشتبھائی","سوتشکا گوشت","بھائی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"سوتشکا گوشتظرظت مضنا","سوتشکا گوشت","ظرظت مضنا","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
