"word_combo","nl_cue","nl_target","type","cue_type","target_type","nl_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"ambassadeossastoren","ambassade","ossastoren","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadeurminister","ambassadeur","minister","related","word","word",0.538004076965202,-0.231253876653824,0.72846421019461,0.202039620169003,13,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"ambassadeurpersoonlijkheid","ambassadeur","persoonlijkheid","unrelated","word","word",0.0592582702276182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassadeurpleegtioneel","ambassadeur","pleegtioneel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassastaanlds","ambassastaan","lds","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambassastaanprobleem","ambassastaan","probleem","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulanceaardbei","ambulance","aardbei","unrelated","word","word",0.111439701171513,-1.14272202126858,0.131304349087113,0.0758086012912135,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"ambulancedezachber","ambulance","dezachber","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambulancehelikopter","ambulance","helikopter","related","word","word",0.524046943987089,-0.303801465967152,0.306925364485597,0.217029006545918,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"ambuteurscebetemand","ambuteursce","betemand","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ambuteurscebier","ambuteursce","bier","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amwerktsadeslaan","amwerktsade","slaan","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amwerktsadevlows","amwerktsade","vlows","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analistactiveren","analist","activeren","unrelated","word","word",0.116805989411302,-0.476006797894336,0.416283745988913,0.208141872994456,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"analistgron","analist","gron","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"analistonderzoeker","analist","onderzoeker","related","word","word",0.52623924326539,0.586210433785518,1.57224799714243,0.474050607628111,11,11,11,0,1,8,11,0,0.727272727272727,FALSE,FALSE,FALSE
"anamischaanklager","anamisch","aanklager","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anamischverzetsten","anamisch","verzetsten","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarchieelebart","anarchie","elebart","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarchiekapitalisme","anarchie","kapitalisme","related","word","word",0.501270358308425,0.284043428272115,0.598154164715058,0.299077082357529,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"anarchiekast","anarchie","kast","unrelated","word","word",0.0940161029722225,-0.544830873007938,0.338150053589956,0.169075026794978,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"anarmijnplannemen","anarmijn","plannemen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anarmijnweten","anarmijn","weten","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomiebrief","anatomie","brief","unrelated","word","word",0.046571902943279,-0.816485399044843,0.23228325507218,0.103880229675264,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"anatomiekolie","anatomie","kolie","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatomiepsychologie","anatomie","psychologie","related","word","word",0.466992308076371,-0.516995704222788,0.30097440533284,0.0834752808484491,13,13,13,0,1,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"anatowoodgrap","anatowood","grap","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anatowoodverzetsten","anatowood","verzetsten","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angelukmaardassiskwam","angelukmaard","assiskwam","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angelukmaardvenus","angelukmaard","venus","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankeramerika","anker","amerika","unrelated","word","word",0.0661488584893039,-0.308081450045991,0.528960153222229,0.146707150393849,13,13,13,0,1,9,13,0,0.692307692307692,FALSE,FALSE,FALSE
"ankergarege","anker","garege","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ankerzeil","anker","zeil","related","word","word",0.473797228145312,-0.702068507080773,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"anmanheelal","anman","heelal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anmanmelij","anman","melij","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anoniembesoeden","anoniem","besoeden","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anoniemkanker","anoniem","kanker","unrelated","word","word",0.117957294879857,-0.817873421465446,0.334728585776137,0.0966278195516578,12,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"anoniemonbekend","anoniem","onbekend","related","word","word",0.392689283987779,-0.741445890924719,0.135651991429631,0.078318713768006,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"anozinsduci","anozins","duci","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anozinsschattig","anozins","schattig","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antbloesttegenstander","antbloest","tegenstander","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antbloestverbinteam","antbloest","verbinteam","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antwoordantwoorden","antwoord","antwoorden","related","word","word",0.811106587739468,-0.824267394538234,0.12551716193577,0.047441027964667,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"antwoordbolis","antwoord","bolis","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antwoordklooster","antwoord","klooster","unrelated","word","word",0.0714017201076134,-0.387604426128036,0.52568431359934,0.145798595953039,13,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"anvartcrimizaka","anvart","crimizaka","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anvartonenigheid","anvart","onenigheid","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplinverwardheid","aplin","verwardheid","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aplinzenje","aplin","zenje","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apparamaaktparanormaal","apparamaakt","paranormaal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apparamaaktpsocholoward","apparamaakt","psocholoward","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apparatuurberogaan","apparatuur","berogaan","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apparatuureerlijk","apparatuur","eerlijk","unrelated","word","word",0.043864257383964,-0.661816773739943,0.49762237598604,0.24881118799302,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"apparatuuruitrusten","apparatuur","uitrusten","related","word","word",0.357410030822246,0.252742879280742,1.16862240713653,0.337352230670653,12,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"appelaanleefden","appel","aanleefden","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"appelfruit","appel","fruit","related","word","word",0.49254044847296,0.650395002136939,2.39735735619111,1.0721308029605,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"appelnaakt","appel","naakt","unrelated","word","word",0.105822713454433,-0.628420539594819,0.416300890759639,0.13164590067574,10,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"aquarieusbespreider","aquarieus","bespreider","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aquarieusvaak","aquarieus","vaak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arcooldaartflochtibe","arcool","daartflochtibe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arcoolnat","arcool","nat","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arenaonderwijzen","arena","onderwijzen","unrelated","word","word",0.144866203705934,0.260249529063671,1.49923795785546,0.530060663305933,8,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"arenaslagveld","arena","slagveld","related","word","word",0.378753479033014,-0.322622220938877,0.350728866918669,0.175364433459335,4,4,5,0,0.8,4,5,0,0.8,FALSE,FALSE,FALSE
"arenathel","arena","thel","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arkoffenfles","arkoffen","fles","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arkoffengedichtgene","arkoffen","gedichtgene","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arloekpleegtioneel","arloek","pleegtioneel","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arloekstoppen","arloek","stoppen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arminspectie","arm","inspectie","unrelated","word","word",0.0397401838832928,0.161175350466052,0.910613117061321,0.371756248314254,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"armoedebericht","armoede","bericht","unrelated","word","word",0.0155261699089117,-0.464668703256619,0.306565238358661,0.0969444404645788,10,10,10,0,1,9,10,0,0.9,FALSE,FALSE,FALSE
"armoedeellende","armoede","ellende","related","word","word",0.499616982351206,-0.277318524611021,0.296532184564502,0.20967991854562,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"armoedesiganals","armoede","siganals","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"armrijk","arm","rijk","related","word","word",0.337724327540373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"armzenje","arm","zenje","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arselendbeschuldiging","arselend","beschuldiging","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arselendlavong","arselend","lavong","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arsenaalafstuderen","arsenaal","afstuderen","unrelated","word","word",0.050057283377236,-0.640424878718034,0.347150620727188,0.122736279004657,8,8,8,0,1,6,8,0,0.75,FALSE,FALSE,FALSE
"arsenaalofn","arsenaal","ofn","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arsenaalwapenkamer","arsenaal","wapenkamer","related","word","word",0.508631435464121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artefactapperloed","artefact","apperloed","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artefactkoel","artefact","koel","unrelated","word","word",-0.00927589741135764,0.067068014956581,1.66761068791957,0.833805343959786,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"artefactmedaillon","artefact","medaillon","related","word","word",0.424840498022698,0.284473172774511,0.580896179106497,0.259784668870404,5,6,9,0,0.666666666666667,2,9,0,0.222222222222222,FALSE,FALSE,FALSE
"artescheerberg","artesche","erberg","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arteschelaatst","artesche","laatst","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"articaanhel","articaan","hel","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"articaanhirtvoduig","articaan","hirtvoduig","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artiestschilder","artiest","schilder","related","word","word",0.58339474245242,-0.582487751564811,0.392778008038256,0.196389004019128,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"artiestslaan","artiest","slaan","unrelated","word","word",0.0902372519231422,-0.118644674563314,1.29496653778279,0.373824639590225,12,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"artiestzoomicht","artiest","zoomicht","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artikelgeest","artikel","geest","unrelated","word","word",0.0919210883496272,-0.727546602469159,0.235159800161326,0.0960035864016849,6,6,7,0,0.857142857142857,7,7,0,1,FALSE,FALSE,FALSE
"artikelkrant","artikel","krant","related","word","word",0.523957038063466,-0.678738946248594,0.599302172185036,0.211885314965934,8,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"artikelticon","artikel","ticon","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arvoetsadrenaline","arvoets","adrenaline","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arvoetsgemontren","arvoets","gemontren","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asgangsrinebrufu","asgangsrine","brufu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asgangsrinekaars","asgangsrine","kaars","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asneus","as","neus","unrelated","word","word",0.0467269925103692,-0.741084482065579,0.300603851314097,0.150301925657048,4,4,5,0,0.8,2,5,0,0.4,FALSE,FALSE,FALSE
"aspirinebaan","aspirine","baan","unrelated","word","word",0.138936064812784,-0.29515082866428,0.729564457983425,0.230708538713384,10,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"aspirinebeleditisch","aspirine","beleditisch","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aspirinemorfine","aspirine","morfine","related","word","word",0.589077681459085,-0.443185631781415,0.392173294575695,0.160104077076108,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"assien","as","sien","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asstof","as","stof","related","word","word",0.471031530317938,-0.212290284106515,1.0589157035901,0.305682633258434,12,12,12,1,1,8,12,1,0.666666666666667,FALSE,FALSE,FALSE
"astrodorsdraad","astrodors","draad","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astrodorssestad","astrodors","sestad","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronautkomen","astronaut","komen","unrelated","word","word",0.110228378126375,-0.965560131841006,0.202518008153741,0.116923826523309,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"astronautneervacy","astronaut","neervacy","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronautpiloot","astronaut","piloot","related","word","word",0.420106923701339,-0.775692196876956,0.267525231648353,0.101115033196641,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"atomischnucleair","atomisch","nucleair","related","word","word",0.479345824665993,0.189626974858541,0.80253125510168,0.358902888095116,5,5,5,0,1,1,5,0,0.2,FALSE,FALSE,FALSE
"atomischomdorp","atomisch","omdorp","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atomischvallei","atomisch","vallei","unrelated","word","word",0.02092092837173,1.01864237499061,1.31804216420903,0.931996552201995,2,2,4,0,0.5,1,4,0,0.25,FALSE,FALSE,FALSE
"augressiebinnen","augressie","binnen","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"augressiehend","augressie","hend","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autopsieanalyse","autopsie","analyse","related","word","word",0.516732022911024,-0.188685783881583,0.359897290615839,0.160950961347003,5,5,5,0,1,2,4,1,0.5,FALSE,FALSE,FALSE
"autopsiefedaar","autopsie","fedaar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"autopsiesterk","autopsie","sterk","unrelated","word","word",0.0630010198789758,-0.688415697701795,0.397415352247745,0.177729548585596,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"awnseffectief","awns","effectief","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"awnspolagoot","awns","polagoot","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baaichieg","baai","chieg","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baaihaven","baai","haven","related","word","word",0.573925572178688,-0.485781262044797,0.2520873884556,0.0952800769298932,7,7,7,0,1,5,7,0,0.714285714285714,FALSE,FALSE,FALSE
"baailening","baai","lening","unrelated","word","word",0.0811777525828621,1.35394642102277,2.27687401728931,1.13843700864466,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"baanankmoeden","baan","ankmoeden","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baanspier","baan","spier","unrelated","word","word",0.0653908440528124,-0.799161989094994,0.215971485785314,0.081629548809866,7,7,7,1,1,8,8,0,1,FALSE,FALSE,FALSE
"baanwerk","baan","werk","related","word","word",0.418386811706586,-0.610969326665191,0.65675310094751,0.232197285622639,8,8,8,0,1,6,8,0,0.75,FALSE,FALSE,FALSE
"babydurt","baby","durt","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"babyinspiratie","baby","inspiratie","unrelated","word","word",0.0971048044615181,-0.372169983530738,0.562174867106413,0.281087433553206,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"babykind","baby","kind","related","word","word",0.654867650262252,-0.700981001993241,0.562357232694758,0.212551055098402,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"bacemedelescoop","bace","medelescoop","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bacewaarschijnlijk","bace","waarschijnlijk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baddekiezer","badde","kiezer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baddekuum","badde","kuum","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bahhenletje","bahhen","letje","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bahhenprototype","bahhen","prototype","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balansharmonie","balans","harmonie","related","word","word",0.43228524123261,-0.630267799535227,0.244871691891298,0.14137673723036,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"balansparanormaal","balans","paranormaal","unrelated","word","word",0.0598078833689993,-0.26502668167039,0.323436160986,0.186735954610926,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"balanssaduurde","balans","saduurde","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bamjejuhulpor","bamje","juhulpor","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bamjeopgewonden","bamje","opgewonden","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banaanaardbei","banaan","aardbei","related","word","word",0.5410783993701,-0.637558017400839,0.509176378295901,0.169725459431967,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"banaananverhoold","banaan","anverhoold","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banaaninvesteren","banaan","investeren","unrelated","word","word",0.102939831637103,-0.0180088187317569,0.689405930298254,0.260570949134616,7,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"banijrlatge","banijr","latge","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"banijrwizard","banijr","wizard","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bankbed","bank","bed","related","word","word",0.341583075182154,-0.493742434327183,0.682736812295243,0.305329184606735,5,5,5,0,1,4,5,0,0.8,FALSE,FALSE,FALSE
"bankhelder","bank","helder","unrelated","word","word",0.0792806878139681,-0.546723909325554,0.267155368819787,0.0944536864614323,8,8,8,0,1,7,8,0,0.875,FALSE,FALSE,FALSE
"bankierbelegger","bankier","belegger","related","word","word",0.530000024170831,-0.0373302062962787,0.672238719747344,0.224079573249115,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"bankierborsen","bankier","borsen","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bankierding","bankier","ding","unrelated","word","word",0.0768645739865913,-0.74906942438171,0.202897065291911,0.101448532645956,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"bankierenfinancieel","bankieren","financieel","related","word","word",0.38331799222525,-0.509133035595043,0.343680967144705,0.140307167301793,6,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"bankierenmedaillon","bankieren","medaillon","unrelated","word","word",0.0656931619274014,-0.847517574557357,NA,NA,1,1,1,0,1,0,1,0,0,FALSE,FALSE,FALSE
"bankierenviso","bankieren","viso","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bankprifier","bank","prifier","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bannijdgebedste","bannijd","gebedste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bannijdouder","bannijd","ouder","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baronbureau","baron","bureau","unrelated","word","word",0.108791118110308,-0.521455922203219,0.311719640665448,0.155859820332724,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"barongravin","baron","gravin","related","word","word",0.340881111325847,-0.0317881160861785,0.67095377546506,0.212174213515879,10,10,11,0,0.909090909090909,9,11,0,0.818181818181818,FALSE,FALSE,FALSE
"baronverbetekaart","baron","verbetekaart","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basiscud","basis","cud","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"basiselektrisch","basis","elektrisch","unrelated","word","word",0.106969489127176,-0.353114767773755,0.68581102905425,0.149656235860793,21,21,21,0,1,21,21,0,1,FALSE,FALSE,FALSE
"basishoofdkwartier","basis","hoofdkwartier","related","word","word",0.321501838418028,0.218850748993609,0.959506707101344,0.276985727817106,12,12,12,0,1,11,11,1,1,FALSE,FALSE,FALSE
