"word_combo","fa_cue","fa_target","type","cue_type","target_type","fa_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"تنبیگزکردنروماشلیک","تنبیگزکردن","روماشلیک","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تنبیه کردنآلگوش","تنبیه کردن","آلگوش","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تنبیه کردندستگیری","تنبیه کردن","دستگیری","related","word","word",NA,-0.361807906005686,0.743811271369729,0.429439637751591,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"تنبیه کردنمسابقه","تنبیه کردن","مسابقه","unrelated","word","word",NA,-0.543506444009396,0.456868456201497,0.263773126172183,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"تهاجمحمله","تهاجم","حمله","related","word","word",0.446152892714648,-0.140236417626876,1.16574375082093,0.475912893391575,6,6,6,0,1,4,6,0,0.666666666666667,FALSE,FALSE,FALSE
"تهاجمدموکراگو","تهاجم","دموکراگو","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تهاجمسامورایی","تهاجم","سامورایی","unrelated","word","word",0.144258301537135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تهراسجایی","تهراس","جایی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تهراسخربزگ","تهراس","خربزگ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تهرزمسمبل","تهرزم","سمبل","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تهرزمشهدمت","تهرزم","شهدمت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تهیه کنندهروحزت","تهیه کننده","روحزت","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تهیه کنندهشمال","تهیه کننده","شمال","unrelated","word","word",NA,-0.241793722796898,0.844452271380292,0.597117927481387,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"تهیه کنندهکارگردان","تهیه کننده","کارگردان","related","word","word",NA,-0.249720034936278,0.804897371799375,0.569148389758568,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"توئرهآژانس","توئره","آژانس","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توئرهشپافر","توئره","شپافر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توالبهشتی","توال","بهشتی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توالبیاتال","توال","بیاتال","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توالتارتباط","توالت","ارتباط","unrelated","word","word",0.0756074433493223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توالتروشویی","توالت","روشویی","related","word","word",0.376847233353667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توالتزرجتپوش","توالت","زرجتپوش","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توجهپاییز","توجه","پاییز","unrelated","word","word",0.0788998522016691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توجهتمرکز","توجه","تمرکز","related","word","word",0.2611869930032,-0.480788226623986,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"توجهجذب کردن","توجه","جذب کردن","related","word","word",NA,-0.839469500106848,0.369572268232427,0.261327057005643,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"توجهشمدروژن","توجه","شمدروژن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توجهمشنهی","توجه","مشنهی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توجهممنوع کردن","توجه","ممنوع کردن","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تورکنسرت","تور","کنسرت","related","word","word",0.321684675034702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تورموجود","تور","موجود","unrelated","word","word",0.0891130552153159,-0.884584723543933,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"تورنتهنوز","تورنت","هنوز","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تورنتیلف سمکما","تورنت","یلف سمکما","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تورندهی","تور","ندهی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توزمامضاء","توزم","امضاء","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توزممادردلزرگ","توزم","مادردلزرگ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توصيرمه","توصير","مه","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توصيرندبر","توصير","ندبر","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توصیف کردنبیان کردن","توصیف کردن","بیان کردن","related","word","word",NA,-0.959395616965065,0.216601276140023,0.15316023117227,2,2,3,0,0.666666666666667,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"توصیف کردنتعرور","توصیف کردن","تعرور","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توصیف کردنلیسیدن","توصیف کردن","لیسیدن","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توصیلمکردنکازبون","توصیلمکردن","کازبون","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توصیلمکردنناهار","توصیلمکردن","ناهار","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توصیهدر","توصیه","در","unrelated","word","word",0.117558644600072,-0.114187142851831,0.23989998726072,0.107286535863261,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"توصیهنصیحت کردن","توصیه","نصیحت کردن","related","word","word",NA,-0.152350352433072,0.678331635657505,0.3916349524467,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"توصیههنه","توصیه","هنه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توضیحشکوه","توضیح","شکوه","unrelated","word","word",0.0943133875222704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توضیحصابنانه","توضیح","صابنانه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توضیحقانع‌کننده","توضیح","قانع‌کننده","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توطئهبنویس","توطئه","بنویس","unrelated","word","word",0.101843283673452,-0.267153619284423,0.703212155764965,0.40599972742832,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"توطئهتقلب","توطئه","تقلب","related","word","word",0.341931015257402,-0.927617504295859,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"توطئهنانبار","توطئه","نانبار","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تولدبارداری","تولد","بارداری","related","word","word",0.279601097187357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تولدقهتن","تولد","قهتن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تولدهنوز","تولد","هنوز","unrelated","word","word",0.0897732582576801,-0.506296738819277,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"تولوکهکشان","تولو","کهکشان","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تولوگلرـه","تولو","گلرـه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توموردارتن شرد","تومور","دارتن شرد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تومورسرطان","تومور","سرطان","related","word","word",0.510837588090103,-0.158766394535938,0.237094891991483,0.16765140591187,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"تومورقدرت","تومور","قدرت","unrelated","word","word",0.133989902542206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تونتنبیولوژمتی","تونتن","بیولوژمتی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تونتنحصار","تونتن","حصار","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تونلحتغیت","تونلح","تغیت","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تونلححق شناسی","تونلح","حق شناسی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تونونرویا","تونون","رویا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تونونگوبی","تونون","گوبی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توهمپیروحي","توهم","پیروحي","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"توهمهذیان","توهم","هذیان","related","word","word",0.271193664912121,0.364133051099643,0.19885683684824,0.140613017820697,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"توهموظیفه","توهم","وظیفه","unrelated","word","word",0.0533670164720726,-0.674719675398841,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"توهیناهانت","توهین","اهانت","related","word","word",0.439287557105694,-0.613178187856981,0.886718223957771,0.295572741319257,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"توهینداخل","توهین","داخل","unrelated","word","word",0.0803374192689646,-1.09096408548358,0.221137015565183,0.156367483277496,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"توهینداوش","توهین","داوش","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تووبتماشفوکردن","تووب","تماشفوکردن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تووبلباس فرم","تووب","لباس فرم","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تیاجایمان","تیاج","ایمان","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تیاجدلخ","تیاج","دلخ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تیازهچرخاندن","تیازه","چرخاندن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تیازهسیال","تیازه","سیال","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تیازهمشنهی","تیازه","مشنهی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تیازههستهگمی","تیازه","هستهگمی","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تیراندازامضاء","تیرانداز","امضاء","unrelated","word","word",0.00182491951925677,2.0686024566289,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"تیراندازبقش","تیرانداز","بقش","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"تیراندازتک تیرانداز","تیرانداز","تک تیرانداز","related","word","word",NA,0.412961244667001,0.660740288430253,0.330370144215126,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"ثانویهاحتمالزیارد","ثانویه","احتمالزیارد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ثانویهاولیه","ثانویه","اولیه","related","word","word",0.530742325207617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ثانویهورزش","ثانویه","ورزش","unrelated","word","word",0.0245108796691353,-1.06572045732964,0.37785134562982,0.267181248775307,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"ثانیهچرند","ثانیه","چرند","unrelated","word","word",0.00388981815063684,1.81918532383997,2.66456164575852,1.88412960860543,2,2,3,0,0.666666666666667,3,3,0,1,FALSE,FALSE,FALSE
"ثانیهدقیقه","ثانیه","دقیقه","related","word","word",0.755833148443582,-0.893200411915543,0.37822779209228,0.218369917579475,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"ثانیهمحئد","ثانیه","محئد","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جاايرآبدریوه","جااير","آبدریوه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جاايرجهش","جااير","جهش","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جادهبزرگراه","جاده","بزرگراه","related","word","word",0.543962996581696,-0.277757665670216,0.415547123953059,0.20777356197653,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"جادهتدریدجکردن","جاده","تدریدجکردن","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جادهکردار","جاده","کردار","unrelated","word","word",0.108230697319941,-0.0814959435925299,0.0599380514793594,0.0423826026521634,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"جادوآدم لوی","جادو","آدم لوی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جادوجادوگر","جادو","جادوگر","related","word","word",0.560324122022768,-1.0622204330539,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"جادوکیف پول","جادو","کیف پول","unrelated","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جازدریا کنار","جاز","دریا کنار","unrelated","word","word",NA,-0.241206878919868,NA,NA,1,1,2,0,0.5,1,2,0,0.5,FALSE,FALSE,FALSE
"جازموسیقی","جاز","موسیقی","related","word","word",0.397435279699661,-0.121815351608831,1.54604873483351,0.691414013523054,5,5,5,0,1,2,5,0,0.4,FALSE,FALSE,FALSE
"جازنگيت","جاز","نگيت","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جاسوسخائن","جاسوس","خائن","related","word","word",0.421204292996732,0.914829568522122,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"جاسوسرورز","جاسوس","رورز","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جاسوسظهر","جاسوس","ظهر","unrelated","word","word",0.131845297452195,-0.2778485002754,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"جاسوسیآرام","جاسوسی","آرام","unrelated","word","word",0.107757976469008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جاسوسیتامیودمالی","جاسوسی","تامیودمالی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جاسوسیخرابکاری","جاسوسی","خرابکاری","related","word","word",0.409666312917773,-0.500830572947846,0.463568347674739,0.327792322184251,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"جاکزهبرداشتن","جاکزه","برداشتن","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جاکزهتوضیق","جاکزه","توضیق","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جامربودن","جام","ربودن","unrelated","word","word",0.0796838613254852,-0.338275491750642,0.496465594474611,0.286634544613304,3,3,3,0,1,2,3,0,0.666666666666667,FALSE,FALSE,FALSE
"جامعهانجمن","جامعه","انجمن","related","word","word",0.345018277438306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جامعهدوموله","جامعه","دوموله","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جامعهصندلی","جامعه","صندلی","unrelated","word","word",0.039659612156933,-0.619571953700244,0.309910506903962,0.178926914585696,3,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"جامكراع","جام","كراع","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جاممدال","جام","مدال","related","word","word",0.321670530165118,-0.454886521451463,0.321944980227687,0.160972490113843,4,4,4,0,1,3,4,0,0.75,FALSE,FALSE,FALSE
"جامیهبرداهمن","جامیه","برداهمن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جامیهمعمولی","جامیه","معمولی","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جانورحیوان","جانور","حیوان","related","word","word",0.424995112669795,-0.530904622007935,0.0335823433971529,0.0237463027442621,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"جانوردستکاری","جانور","دستکاری","unrelated","word","word",0.109432040323568,-0.372412411790149,0.192593766633507,0.0861305508470504,5,5,5,0,1,5,5,0,1,FALSE,FALSE,FALSE
"جانورغلک","جانور","غلک","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جاوزاثفار","جاوز","اثفار","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جاوزصداقت","جاوز","صداقت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جایگزین کردنآلت تناسلی","جایگزین کردن","آلت تناسلی","unrelated","word","word",NA,1.08318827676129,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"جایگزین کردنتعویض کردن","جایگزین کردن","تعویض کردن","related","word","word",NA,-0.882735690576317,0.0588028640815346,0.041579903945244,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"جایگزین کردنتکلی","جایگزین کردن","تکلی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جایگزیهاکردنعصبانیت","جایگزیهاکردن","عصبانیت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جایگزیهاکردنفلتن","جایگزیهاکردن","فلتن","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جحرارزشت","جحرار","زشت","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جحرارسیون","جحرار","سیون","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جراحثروتمند","جراح","ثروتمند","unrelated","word","word",0.126163847258055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جراحدکتر","جراح","دکتر","related","word","word",0.525330826302761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جراحزعدایی","جراح","زعدایی","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جریانبرق","جریان","برق","related","word","word",0.139821868489266,-0.851551701558145,0.0653442874845829,0.0292228537513632,5,6,6,0,1,6,6,0,1,FALSE,FALSE,FALSE
"جریانجونواده","جریان","جونواده","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جریانملاقات","جریان","ملاقات","unrelated","word","word",0.0872448937498463,-0.327753292976106,0.405963159351808,0.287059302889578,2,2,2,0,1,2,2,0,1,FALSE,FALSE,FALSE
"جستجبنکردنسهزهانه","جستجبنکردن","سهزهانه","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جستجبنکردنشجاع","جستجبنکردن","شجاع","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جستجو کردنپیدا کردن","جستجو کردن","پیدا کردن","related","word","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جستجو کردنزامایش","جستجو کردن","زامایش","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جستجو کردنکره","جستجو کردن","کره","unrelated","word","word",NA,0.244206505308585,1.3267029694504,0.765972316546865,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"جشکرنش","جشک","رنش","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جشکمعروف","جشک","معروف","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جعباراد","جعب","اراد","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جعبجمع آوری","جعب","جمع آوری","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جعبهاسقف","جعبه","اسقف","unrelated","word","word",0.0819352401207154,1.98941456982628,2.16309575121589,1.52953967404057,2,2,3,0,0.666666666666667,3,3,0,1,FALSE,FALSE,FALSE
"جعبهفرهنگاه","جعبه","فرهنگاه","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جعبهکیسه","جعبه","کیسه","related","word","word",0.318627050714254,-0.00359330859957291,NA,NA,1,1,1,0,1,1,1,0,1,FALSE,FALSE,FALSE
"جعلیاحمق","جعلی","احمق","unrelated","word","word",0.140403553790968,-0.319796700659758,0.477099466290324,0.238549733145162,4,4,4,0,1,4,4,0,1,FALSE,FALSE,FALSE
"جعلیغلط","جعلی","غلط","related","word","word",0.245621891792395,1.28528966488466,1.2575033763205,0.726019912825506,3,3,3,0,1,3,3,0,1,FALSE,FALSE,FALSE
"جعلیوزر","جعلی","وزر","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جکاومتامریکا","جکاومت","امریکا","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جکاومتتعرور","جکاومت","تعرور","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جگوهشبدبین","جگوهش","بدبین","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جگوهشفارغجملتحصیل","جگوهش","فارغجملتحصیل","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جلاریچهار","جلاری","چهار","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"جلاریزرجتپوش","جلاری","زرجتپوش","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
