"word_combo","pt_cue","pt_target","type","cue_type","target_type","pt_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"furacãoliberal","furacão","liberal","unrelated","word","word",0.133171885523359,-0.255330218701784,0.690786672093826,0.112060395645251,38,43,46,0,0.934782608695652,40,46,0,0.869565217391304,FALSE,FALSE,FALSE
"furacãotornado","furacão","tornado","related","word","word",0.420305725555002,-0.326079332782702,0.711401185520166,0.127771424787555,31,31,33,1,0.93939393939394,31,33,1,0.93939393939394,FALSE,FALSE,FALSE
"futuromastigar","futuro","mastigar","unrelated","word","word",0.100235664694646,-0.127191287334382,0.878321651225692,0.157751225445046,31,31,31,0,1,31,31,0,1,FALSE,FALSE,FALSE
"futuropassado","futuro","passado","related","word","word",0.47711839082859,-0.554777002295056,0.998157958095966,0.182237876534152,30,33,33,1,1,33,33,1,1,FALSE,FALSE,FALSE
"futuroquesditar","futuro","quesditar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gáator","gá","ator","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gabinetearmário","gabinete","armário","related","word","word",0.410823231672976,-0.717318131623727,0.436822512084891,0.073836480929949,35,39,39,1,1,35,39,1,0.897435897435897,FALSE,FALSE,FALSE
"gabineteeir","gabinete","eir","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gabineteprosseguir","gabinete","prosseguir","unrelated","word","word",0.121372428594505,-0.192014221252424,0.611889001666011,0.127587676650357,23,26,27,0,0.962962962962963,23,26,1,0.884615384615385,FALSE,FALSE,FALSE
"gáexaustilação","gá","exaustilação","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gajodemocracia","gajo","democracia","unrelated","word","word",0.0877553335746594,-0.0888738833087638,0.810948089898419,0.162189617979684,25,25,25,0,1,24,25,0,0.96,FALSE,FALSE,FALSE
"gajomano","gajo","mano","related","word","word",0.466392879043512,-0.33904006409685,0.467950131301206,0.0559307384672988,70,70,71,0,0.985915492957746,68,71,0,0.957746478873239,TRUE,TRUE,TRUE
"gajomedagens","gajo","medagens","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galequesconsvata","galeques","consvata","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galequesdinheiro","galeques","dinheiro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galeriadroga","galeria","droga","unrelated","word","word",0.113968281908192,-0.396860492579819,0.663452924395078,0.101175622453235,43,46,47,1,0.978723404255319,44,47,1,0.936170212765957,FALSE,FALSE,FALSE
"galeriaexibição","galeria","exibição","related","word","word",0.408436570104438,-0.413017326303178,0.606291603859627,0.110693195953301,30,34,34,1,1,33,34,1,0.970588235294118,FALSE,FALSE,FALSE
"galeriasoututamento","galeria","soututamento","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ganechaneteindividual","ganechanete","individual","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ganechanetevesdei","ganechanete","vesdei","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ganguechapéu","gangue","chapéu","unrelated","word","word",0.0780046465238016,-0.566421502204336,0.535925262006809,0.103138864761717,27,30,30,0,1,25,30,0,0.833333333333333,FALSE,FALSE,FALSE
"ganguedaeo","gangue","daeo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ganguegrupo","gangue","grupo","related","word","word",0.534835497505504,-0.586980913851103,0.434241276946202,0.0534514062240774,66,69,69,0,1,54,68,1,0.794117647058823,TRUE,TRUE,TRUE
"ganharsidiu","ganhar","sidiu","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ganharvencer","ganhar","vencer","related","word","word",0.710486537836107,-0.756018871646005,0.446837951866929,0.0519438568056549,74,76,77,0,0.987012987012987,75,77,0,0.974025974025974,TRUE,TRUE,TRUE
"ganharvisão","ganhar","visão","unrelated","word","word",0.0249014083563773,-0.574792440973503,0.560539761327274,0.0947485128460505,35,37,37,0,1,36,37,0,0.972972972972973,FALSE,FALSE,FALSE
"gansomotel","ganso","motel","unrelated","word","word",0.0461780215740739,-0.286645207875143,0.70891674656323,0.0859687831132183,68,70,71,1,0.985915492957746,67,71,1,0.943661971830986,TRUE,TRUE,TRUE
"gansonomia","ganso","nomia","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gansopato","ganso","pato","related","word","word",0.60004404194237,-0.710698425441499,0.359476642420718,0.065631155316682,30,32,32,1,1,27,32,1,0.84375,FALSE,FALSE,FALSE
"garanqueirimen","garanquei","rimen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"garanqueisubstituto","garanquei","substituto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"garantianorobôscias","garantia","norobôscias","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"garantiapromessa","garantia","promessa","related","word","word",0.409482283016766,-0.565674572223488,0.456598599205071,0.080715991444546,32,35,35,0,1,32,35,0,0.914285714285714,FALSE,FALSE,FALSE
"garantiaquartel-general","garantia","quartel-general","unrelated","word","word",NA,0.977003958418441,1.06628664886061,0.222336135804053,23,23,30,0,0.766666666666667,29,30,0,0.966666666666667,FALSE,FALSE,FALSE
"gararestaestilo","gararesta","estilo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gararestaremorais","gararesta","remorais","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"garemsemergico","garems","emergico","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"garemsténis","garems","ténis","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gargantacapitão","garganta","capitão","unrelated","word","word",0.128930966450107,-0.462333436083697,1.11726580195684,0.186210966992807,36,41,41,1,1,40,41,1,0.975609756097561,FALSE,FALSE,FALSE
"gargantagocharla","garganta","gocharla","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gargantapescoço","garganta","pescoço","related","word","word",0.531767460061582,-0.633652811025403,0.554439574796462,0.098011995774191,32,34,35,1,0.971428571428571,34,35,1,0.971428571428571,FALSE,FALSE,FALSE
"garmasdenharsão","garmas","denharsão","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"garmasfugitivo","garmas","fugitivo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gáscombustível","gás","combustível","related","word","word",0.459686414182818,-0.419348788625827,0.763216175610901,0.1254719663655,37,38,38,0,1,37,38,0,0.973684210526316,FALSE,FALSE,FALSE
"gásfísico","gás","físico","unrelated","word","word",0.130684188283581,-0.543032935128838,0.505392838096575,0.107750115123185,22,23,24,0,0.958333333333333,22,24,0,0.916666666666667,FALSE,FALSE,FALSE
"gásinferigueia","gás","inferigueia","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gazeradolestruiste","gazer","adolestruiste","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gazerservo","gazer","servo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gêdemespecialista","gêdem","especialista","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gêdemespegues","gêdem","espegues","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"generalcoronel","general","coronel","related","word","word",0.720278362288966,-0.184462450095438,0.752889755336646,0.129119527808524,34,36,37,2,0.972972972972973,36,37,2,0.972972972972973,FALSE,FALSE,FALSE
"generalinjonho","general","injonho","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"generalmáximo","general","máximo","unrelated","word","word",0.102968898222149,-0.277613698824144,1.2637572912958,0.226977509991721,31,35,35,0,1,33,35,0,0.942857142857143,FALSE,FALSE,FALSE
"géniocientista","génio","cientista","related","word","word",0.471470436457915,-0.29134931905017,0.765422066406639,0.12256562237537,39,40,41,0,0.975609756097561,39,41,0,0.951219512195122,FALSE,FALSE,FALSE
"génioinima","génio","inima","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"géniopassado","génio","passado","unrelated","word","word",0.104241215497469,-0.539741249953034,0.69811486367313,0.102931421120776,46,49,49,0,1,49,49,0,1,FALSE,FALSE,FALSE
"geradorexecução","gerador","execução","unrelated","word","word",0.132978395851729,-0.542992719112903,0.45739460583097,0.0864394555750829,28,31,31,0,1,30,31,0,0.967741935483871,FALSE,FALSE,FALSE
"geradornaulógico","gerador","naulógico","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"geradorreator","gerador","reator","related","word","word",0.614679549923791,0.0431861465760656,1.14738172351981,0.225020069144893,26,32,35,0,0.914285714285714,34,35,0,0.971428571428571,FALSE,FALSE,FALSE
"geragensconstantemente","geragens","constantemente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"geragensenevo","geragens","enevo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gerentechefe","gerente","chefe","related","word","word",0.493357427016202,-0.611716918252063,0.622449063543746,0.0691610070604162,81,83,83,1,1,81,83,1,0.975903614457831,TRUE,TRUE,TRUE
