"word_combo","tr_cue","tr_target","type","cue_type","target_type","tr_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"böbrekmeyve sacock","böbrek","meyve sacock","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boğazboyun","boğaz","boyun","related","word","word",0.362395251347977,-0.547531545706388,0.738449390237102,0.0581979648926778,161,177,180,11,0.983333333333333,178,181,10,0.983425414364641,TRUE,TRUE,TRUE
"boğazibin vezmek","boğaz","ibin vezmek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boğazliberal","boğaz","liberal","unrelated","word","word",0.126917454966351,0.219042664307874,1.00318973663325,0.0923511008480669,118,124,134,4,0.925373134328358,130,134,4,0.970149253731343,FALSE,TRUE,TRUE
"bokokaskeri","bokok","askeri","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bokokmapio","bokok","mapio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bölgeselçıkta","bölgesel","çıkta","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bölgesellokal","bölgesel","lokal","related","word","word",0.35212998906934,-0.0206799949554527,1.1846599283575,0.107254070420523,122,136,144,11,0.944444444444444,141,146,9,0.965753424657534,FALSE,TRUE,TRUE
"bölgeselpasta","bölgesel","pasta","unrelated","word","word",0.112495721357158,-0.464716327514783,0.756148743904585,0.0687407949004168,121,129,132,8,0.977272727272727,127,130,10,0.976923076923077,TRUE,TRUE,TRUE
"bölgetirtbar","bölgetirt","bar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bölgetirtdeedilme","bölgetirt","deedilme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bölümaçıkdalye","bölüm","açıkdalye","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bölümparagraf","bölüm","paragraf","related","word","word",0.584703215938471,-0.446159422914892,0.566977931098943,0.0489794332677821,134,147,151,5,0.973509933774834,139,150,6,0.926666666666667,TRUE,TRUE,TRUE
"bölümsavaşçı","bölüm","savaşçı","unrelated","word","word",0.086835302812861,-0.303882290177344,0.836131673096148,0.0739042970013925,128,134,136,4,0.985294117647059,132,135,5,0.977777777777778,TRUE,TRUE,TRUE
"bombabeöpüşmek","bomba","beöpüşmek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bombapatlayıcı","bomba","patlayıcı","related","word","word",0.688305173510303,-0.384463802824429,0.66607129870247,0.0575397964135035,134,143,145,8,0.986206896551724,138,145,8,0.951724137931034,TRUE,TRUE,TRUE
"bombaünlü","bomba","ünlü","unrelated","word","word",0.0859135751649816,-0.562217368133872,0.44166374393181,0.038736472845256,130,144,147,5,0.979591836734694,144,146,6,0.986301369863014,TRUE,TRUE,TRUE
"bonusbapburger","bonus","bapburger","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bonusmükafat","bonus","mükafat","related","word","word",0.290548714829419,0.334943180426712,1.24661252930897,0.1001303279193,155,166,178,5,0.932584269662921,172,178,5,0.966292134831461,FALSE,TRUE,TRUE
"bonuspazar","bonus","pazar","unrelated","word","word",0.0848616460403022,-0.430261845678331,1.02384717659292,0.0881187347556859,135,151,156,7,0.967948717948718,146,156,7,0.935897435897436,TRUE,TRUE,TRUE
"bopa harzamakkorsarsmak","bopa harzamak","korsarsmak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bopa harzamakoğul","bopa harzamak","oğul","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boşanmakevlilik","boşanmak","evlilik","related","word","word",0.49583762488035,-0.518420203221469,0.773893469969894,0.0644911224974912,144,157,162,4,0.969135802469136,155,161,5,0.962732919254658,TRUE,TRUE,TRUE
"boşanmaktehlikeli","boşanmak","tehlikeli","unrelated","word","word",0.0820243094064775,-0.408752398981013,0.737481410796658,0.0687704961555733,115,120,124,3,0.967741935483871,118,124,3,0.951612903225806,TRUE,TRUE,TRUE
"boşanmaktuinançlamak","boşanmak","tuinançlamak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boşbiruden","boş","biruden","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boşdolu","boş","dolu","related","word","word",0.488231681852279,-0.648709758194384,0.471829767893969,0.0469488166502646,101,112,114,3,0.982456140350877,111,113,4,0.982300884955752,TRUE,TRUE,TRUE
"bosımetmek","bosım","etmek","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bosımyükkrallik","bosım","yükkrallik","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boştenis","boş","tenis","unrelated","word","word",0.134065591069729,-0.358453379537966,0.947095441296859,0.0827481129106242,131,142,149,5,0.953020134228188,141,149,5,0.946308724832215,TRUE,TRUE,TRUE
"botasistan","bot","asistan","unrelated","word","word",0.134545944578523,-0.318029157079634,0.618686972654343,0.059810727176215,107,119,125,5,0.952,120,125,5,0.96,TRUE,TRUE,TRUE
"botayakkabı","bot","ayakkabı","related","word","word",0.518303464247307,-0.545881043697437,0.518914458540816,0.0467889410256146,123,134,137,7,0.978102189781022,122,137,7,0.89051094890511,TRUE,TRUE,TRUE
"bothıristirecek","bot","hıristirecek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bötipgölmal","bötip","gölmal","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bötipsavunmak","bötip","savunmak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bovırkarapeğer","bovır","karapeğer","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bovıryalamak","bovır","yalamak","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boyainızazikça","boyainız","azikça","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boyainızsatış","boyainız","satış","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boyamakadrenalin","boyamak","adrenalin","unrelated","word","word",0.00872700181331985,0.218603681717177,0.936785105793309,0.0848125384345169,122,134,150,6,0.893333333333333,147,152,4,0.967105263157895,TRUE,TRUE,TRUE
"boyamakçizmek","boyamak","çizmek","related","word","word",0.595832679776061,-0.514118620469609,0.616942073012664,0.0575301449490056,115,125,129,8,0.968992248062015,124,129,8,0.961240310077519,TRUE,TRUE,TRUE
"boyamakpüsin","boyamak","püsin","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boynuzbiyolojik","boynuz","biyolojik","unrelated","word","word",0.0536282738973675,-0.202061317823597,0.755434199261888,0.06729942742595,126,142,145,5,0.979310344827586,140,144,6,0.972222222222222,TRUE,TRUE,TRUE
"boynuzıslık","boynuz","ıslık","related","word","word",0.236638292002736,-0.241547318648752,0.767895824222192,0.0660899497518837,135,145,148,7,0.97972972972973,145,149,6,0.973154362416107,TRUE,TRUE,TRUE
"boynuzunutlamak","boynuz","unutlamak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boyutateşlemek","boyut","ateşlemek","unrelated","word","word",0.129541746124581,-0.0848769148671274,0.939805199826316,0.0750046203935856,157,172,175,8,0.982857142857143,170,175,8,0.971428571428571,TRUE,TRUE,TRUE
"boyuteşrek","boyut","eşrek","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"boyutuzunluk","boyut","uzunluk","related","word","word",0.441094769404653,-0.561949089744252,0.996016081054913,0.0905469164595375,121,131,135,6,0.97037037037037,129,133,8,0.969924812030075,FALSE,TRUE,TRUE
"bratankardeş","bratan","kardeş","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bratanparanordecek","bratan","paranordecek","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bratvaricöarts","bratvari","cöarts","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bratvarisuçlu","bratvari","suçlu","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bravoalfa","bravo","alfa","related","word","word",0.465307411960181,0.0872083418172956,0.774829510489675,0.0690272990812888,126,141,150,4,0.94,138,150,4,0.92,TRUE,TRUE,TRUE
"bravoayırlamak","bravo","ayırlamak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bravoşöhret","bravo","şöhret","unrelated","word","word",0.109957520132348,-0.448567803859,0.553955546248017,0.0505689914225225,120,126,130,6,0.969230769230769,120,131,5,0.916030534351145,TRUE,TRUE,TRUE
"bromesalı","brome","salı","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bromeucunsuz","brome","ucunsuz","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bseçıü","bse","çıü","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bsenadiren","bse","nadiren","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"budistmaateşli silah","budistma","ateşli silah","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"budistmaomurgara","budistma","omurgara","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bufeekalkış","bufee","kalkış","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bufeelafran","bufee","lafran","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bugündün","bugün","dün","related","word","word",0.668557553763719,-0.599242145035915,0.950399041543937,0.087122937296038,119,121,128,6,0.9453125,124,128,6,0.96875,TRUE,TRUE,TRUE
"bugüngüzep bezgi","bugün","güzep bezgi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bugünkarargah","bugün","karargah","unrelated","word","word",0.123235414831363,0.149705396584189,1.06002889355654,0.0963662630505946,121,134,156,14,0.858974358974359,149,155,15,0.961290322580645,FALSE,TRUE,TRUE
"bukoniyi","bukon","iyi","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bukonkahra","bukon","kahra","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bulaşmaböeritme","bulaşma","böeritme","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bulaşmaradyasyon","bulaşma","radyasyon","related","word","word",0.21291151498179,0.0847164598970103,0.849617103618062,0.07660739434265,123,137,143,9,0.958041958041958,140,144,8,0.972222222222222,TRUE,TRUE,TRUE
"bulaşmayatırımcı","bulaşma","yatırımcı","unrelated","word","word",0.134187229274265,-0.291146244722924,0.620123908496653,0.0552450286414674,126,139,147,8,0.945578231292517,141,149,6,0.946308724832215,TRUE,TRUE,TRUE
"buluthanımefendi","bulut","hanımefendi","unrelated","word","word",0.0799640154268555,-0.100143362308511,0.773751306530858,0.0651616149222691,141,160,162,7,0.987654320987654,160,163,6,0.98159509202454,TRUE,TRUE,TRUE
"bulutkrrp","bulut","krrp","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bulutsis","bulut","sis","related","word","word",0.528530861857271,-0.402344236447323,0.643366744916743,0.056866123515068,128,140,150,4,0.933333333333333,141,151,3,0.933774834437086,TRUE,TRUE,TRUE
"bulvarkezmak","bulvar","kezmak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bulvarsokak","bulvar","sokak","related","word","word",0.464152583484914,-0.420248462053762,0.758665706277542,0.0643491853392448,139,150,151,9,0.993377483443709,132,151,9,0.874172185430464,TRUE,TRUE,TRUE
"bulvarsos","bulvar","sos","unrelated","word","word",0.120499597455787,-0.331973390060468,0.701816962592442,0.0591036503284295,141,154,162,5,0.950617283950617,136,162,5,0.839506172839506,TRUE,TRUE,TRUE
"bulyümhavalandırma","bulyüm","havalandırma","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bulyümutanforma","bulyüm","utanforma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bümisçöcap","bümis","çöcap","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bümismermi","bümis","mermi","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bunisolamus","bunis","olamus","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bunissos","bunis","sos","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"buradaçın","burada","çın","unrelated","word","word",0.1452980694288,0.73240296294506,1.82187574119793,0.210372089922135,75,89,320,16,0.278125,305,320,16,0.953125,TRUE,TRUE,TRUE
"buradainançekçi","burada","inançekçi","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"buradaorada","burada","orada","related","word","word",0.784019894687309,-0.569163698407965,0.837874840165225,0.0743493693496598,127,142,144,5,0.986111111111111,141,143,6,0.986013986013986,TRUE,TRUE,TRUE
"büraoidamlı","bürao","idamlı","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"büraosandalye","bürao","sandalye","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bütçedeyiş","bütçe","deyiş","unrelated","word","word",0.102301798396543,0.14284704695012,0.87989793419329,0.0862810910850301,104,115,129,6,0.891472868217054,123,129,6,0.953488372093023,TRUE,TRUE,TRUE
"bütçefonlama","bütçe","fonlama","related","word","word",NA,0.301163643542096,0.881865272854086,0.0756193232903941,136,144,168,12,0.857142857142857,156,169,11,0.923076923076923,TRUE,TRUE,TRUE
"bütçeryun","bütçe","ryun","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"butonbasmak","buton","basmak","related","word","word",0.401744213352144,-0.40815115088439,0.85349714925548,0.0721336747091929,140,146,152,11,0.960526315789474,136,154,9,0.883116883116883,TRUE,TRUE,TRUE
"butonçırma","buton","çırma","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"butonhastalık","buton","hastalık","unrelated","word","word",0.105843684039365,-0.41793979058416,0.51574976776256,0.0415603006553827,154,163,167,13,0.976047904191617,150,167,13,0.898203592814371,TRUE,TRUE,TRUE
"büyübüyücü","büyü","büyücü","related","word","word",0.643042745346239,-0.513825314327563,0.511587597235127,0.0504082237901492,103,113,115,2,0.982608695652174,107,114,3,0.93859649122807,TRUE,TRUE,TRUE
"büyüenfes","büyü","enfes","unrelated","word","word",0.126030066312352,-0.354728346064377,0.638454729573023,0.0549494341098595,135,143,148,5,0.966216216216216,140,148,5,0.945945945945946,TRUE,TRUE,TRUE
"büyük babanene","büyük baba","nene","related","word","word",NA,-0.28532921315441,0.728520758863175,0.0646457637622005,127,145,160,11,0.90625,151,162,9,0.932098765432099,TRUE,TRUE,TRUE
"büyük babasenyar","büyük baba","senyar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"büyük babavanilya","büyük baba","vanilya","unrelated","word","word",NA,-0.380426324455905,0.551189167757302,0.0489101295929092,127,140,145,5,0.96551724137931,143,145,5,0.986206896551724,TRUE,TRUE,TRUE
"büyük beringmihe bureztısı","büyük bering","mihe bureztısı","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"büyük beringyokluk","büyük bering","yokluk","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"büyükalars","büyü","kalars","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"büyükelçibakan","büyükelçi","bakan","related","word","word",0.170202938902011,-0.483326766155198,0.608037722975075,0.0494814081454612,151,164,169,8,0.970414201183432,151,168,9,0.898809523809524,TRUE,TRUE,TRUE
"büyükelçiböcek","büyükelçi","böcek","unrelated","word","word",0.0647823888618127,-0.43494095278465,0.766785836340738,0.066994389580113,131,137,143,4,0.958041958041958,134,144,3,0.930555555555556,TRUE,TRUE,TRUE
"büyükelçikarıimak","büyükelçi","karıimak","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"büyükelrecekdemokrasi","büyükelrecek","demokrasi","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"büyükelrecekişedilme","büyükelrecek","işedilme","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"büyükkocaman","büyük","kocaman","related","word","word",0.551736075025687,-0.325050822656723,0.97550340431188,0.0764073235426108,163,178,184,5,0.967391304347826,176,183,6,0.961748633879781,TRUE,TRUE,TRUE
"büyükkurtarıcı","büyük","kurtarıcı","unrelated","word","word",0.14933287622798,-0.243935588394654,0.873560424760033,0.0840583910647681,108,121,122,4,0.991803278688525,116,121,5,0.958677685950413,TRUE,TRUE,TRUE
"büyüktaca","büyük","taca","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"byletkileaving","byl","etkileaving","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bylnormal","byl","normal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çaaraçtısavaşçı","çaaraçtı","savaşçı","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çaaraçtıtakançlık","çaaraçtı","takançlık","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çaazaltmasıaylık maaş","çaazaltması","aylık maaş","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çaazaltmasıheightslamak","çaazaltması","heightslamak","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cabloklukerm","cablokluk","erm","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cabloklukparti","cablokluk","parti","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cadekdiz","cadek","diz","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cadekterk esett","cadek","terk esett","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çaklıkamp","çaklı","kamp","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çaklısanza","çaklı","sanza","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çalıağaç","çalı","ağaç","related","word","word",0.43350592813519,-0.651911819282068,0.483613896580225,0.0396191941285114,149,165,167,5,0.988023952095808,149,167,5,0.892215568862275,TRUE,TRUE,TRUE
"çalıbena","çalı","bena","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çalışma masasıçelik","çalışma masası","çelik","unrelated","word","word",NA,-0.395845448222542,0.738735251240351,0.0666095144101841,123,128,129,5,0.992248062015504,126,129,5,0.976744186046512,TRUE,TRUE,TRUE
"çalışma masasıirre","çalışma masası","irre","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çalışma masasıofis","çalışma masası","ofis","related","word","word",NA,-0.472006691564074,0.745497486536567,0.061073533763747,149,159,161,9,0.987577639751553,158,161,9,0.981366459627329,TRUE,TRUE,TRUE
"çalıştayçalıford","çalıştay","çalıford","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çalıştaygaraj","çalıştay","garaj","related","word","word",NA,-0.102223709315394,1.27227495291276,0.118640251099487,115,119,122,4,0.975409836065574,84,122,4,0.688524590163934,FALSE,TRUE,TRUE
"çalıştayyanak","çalıştay","yanak","unrelated","word","word",NA,-0.100780701946947,0.937778181727656,0.07734664080866,147,163,169,11,0.964497041420118,123,166,14,0.740963855421687,TRUE,TRUE,TRUE
"çalıtest","çalı","test","unrelated","word","word",0.10510223398259,-0.420867345730697,0.724767718242065,0.0633232495565057,131,145,152,5,0.953947368421053,142,152,5,0.93421052631579,TRUE,TRUE,TRUE
"çamaklms","çamak","lms","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çamakmaç","çamak","maç","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çamurinaçıklar","çamur","inaçıklar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"çamurkum","çamur","kum","related","word","word",0.592246650659728,-0.41389539404886,0.53424968092838,0.0468567966970457,130,152,160,10,0.95,152,161,9,0.944099378881988,TRUE,TRUE,TRUE
"çamurpasaport","çamur","pasaport","unrelated","word","word",0.0931359804420725,-0.267887309080903,0.531840123447084,0.0473800839637749,126,132,136,8,0.970588235294118,134,137,7,0.978102189781022,TRUE,TRUE,TRUE
"canadingbot","canading","bot","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"canadingonhe","canading","onhe","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"canadingşaeks","canading","şaeks","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"canadingtutku","canading","tutku","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"canavarçiftluk","canavar","çiftluk","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"canavarhayvan","canavar","hayvan","related","word","word",0.49765421221792,-0.497218443511579,1.16415184315175,0.0976934524999677,142,157,164,10,0.957317073170732,156,163,11,0.957055214723926,FALSE,TRUE,TRUE
