"word_combo","cs_cue","cs_target","type","cue_type","target_type","cs_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"tkuspenězkouška","tkus","penězkouška","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tlačítkochoroba","tlačítko","choroba","unrelated","word","word",0.0908112275595075,0.678341987912652,0.764462643802219,0.441362713184624,3,FALSE
"tlačítkostisknout","tlačítko","stisknout","related","word","word",0.587683547252753,-0.202922964653571,0.339363675147316,0.239966355985056,2,FALSE
"tlačítkozalel","tlačítko","zalel","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tlačitmanstávka","tlačit","manstávka","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tlačittáhnout","tlačit","táhnout","related","word","word",0.456499143741075,-0.619072196520492,0.508443366551655,0.293549914546277,3,FALSE
"tlačitvelmi","tlačit","velmi","unrelated","word","word",0.0826269282817747,-0.273648447517122,0.172784072397394,0.0997569307103152,3,FALSE
"tmagenda","tma","genda","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tmajíst","tma","jíst","unrelated","word","word",0.144070887898047,-0.390023627248398,0.34615815106632,0.199854501700323,3,FALSE
"tmasvětlo","tma","světlo","related","word","word",0.444546098694942,-0.23395416163676,0.547696775994266,0.31621288105458,3,FALSE
"toaletadřez","toaleta","dřez","related","word","word",0.368607607519669,-0.469933682359168,NA,NA,1,FALSE
"toaletafotolest","toaleta","fotolest","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"toaletaspojení","toaleta","spojení","unrelated","word","word",0.10273355623234,-0.765469949207116,0.0673378396809589,0.0476150430688586,2,FALSE
"toritletiště","torit","letiště","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"toritvlara","torit","vlara","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"touhapřání","touha","přání","related","word","word",0.346813211721562,0.0855568145671773,1.13761053909829,0.656799750981351,3,FALSE
"touhaprošpička","touha","prošpička","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"touhasvátek","touha","svátek","unrelated","word","word",0.0774285399642303,-0.863333084978234,0.0435139641533668,0.0251227989174541,3,FALSE
"touhelnapoškrába","touhelna","poškrába","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"touhelnazločin","touhelna","zločin","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"toustpověst","toust","pověst","unrelated","word","word",0.0509087896216737,-0.826575979492644,0.140045069890119,0.099026818591047,2,FALSE
"toustpyraruda","toust","pyraruda","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"toustslanina","toust","slanina","related","word","word",0.545328622520272,-0.278730922683437,0.647062923821526,0.457542581288595,2,FALSE
"továrnakancný","továrna","kancný","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"továrnaráno","továrna","ráno","unrelated","word","word",0.0598790325208827,-0.983546407522109,0.162281579993184,0.114750405674848,2,FALSE
"továrnavýroba","továrna","výroba","related","word","word",0.528017711736337,-0.399593901665125,0.372619715351859,0.263481927529101,2,FALSE
"trákamiliarda","tráka","miliarda","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"trákaprobrovna","tráka","probrovna","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"trápenídůležité","trápení","důležité","unrelated","word","word",0.120943454135927,3.19088034786046,NA,NA,1,FALSE
"trápenímučení","trápení","mučení","related","word","word",0.376777110770322,0.192925452638789,1.17234377662936,0.828972234336466,2,FALSE
"trápenívysvit","trápení","vysvit","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trasacesta","trasa","cesta","related","word","word",0.603615226084732,-0.150052607167979,0.143196877568772,0.101255483173618,2,FALSE
"trasamedaile","trasa","medaile","unrelated","word","word",0.120909964174178,-0.206705498758048,0.339455813870197,0.195984905515942,3,FALSE
"trasavýtrem","trasa","výtrem","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trenérdostatečný","trenér","dostatečný","unrelated","word","word",0.0664773326209095,-0.250700119038225,0.434332555908454,0.307119495572953,2,FALSE
"trenérhráč","trenér","hráč","related","word","word",0.533153820841848,-0.974534290713255,0.101322846313662,0.071646071717513,2,FALSE
"trenéroslarika","trenér","oslarika","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trestbotáchtě","trest","botáchtě","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trestuvěznění","trest","uvěznění","related","word","word",0.335256566333664,-0.311461493744186,0.365938125109411,0.258757329759556,2,FALSE
"trestvýchodní","trest","východní","unrelated","word","word",0.0517504290604264,-0.472846362668222,0.0220464366804603,0.0155891848777533,2,FALSE
"třetíčtvrtý","třetí","čtvrtý","related","word","word",0.77745437782371,-0.702954643678771,0.157709195694674,0.0705296964500218,5,FALSE
"třetídělat","třetí","dělat","unrelated","word","word",0.102343548300083,-0.719259251801683,0.452282369901569,0.261125348012393,3,FALSE
"třetísluchrání","třetí","sluchrání","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trhjamilovat","trhja","milovat","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"trhjapublichvář","trhja","publichvář","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"třídaatlantik","třída","atlantik","unrelated","word","word",0.0745367410161406,0.965407369857074,0.972325841025944,0.434837335362733,5,FALSE
"třídaškola","třída","škola","related","word","word",0.470733638441634,-0.870436342112919,0.238043819163651,0.168322398750162,2,FALSE
"třídaulice","třída","ulice","related","word","word",0.270876093858109,-0.701475368199715,0.135781318499231,0.0960118910692564,2,FALSE
"třídavtiptura","třída","vtiptura","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"třídazáření","třída","záření","unrelated","word","word",0.122838792937817,NA,NA,NA,NA,NA
"třídazavízkouška","třída","zavízkouška","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trikindikovat","trik","indikovat","unrelated","word","word",0.0931081753128534,NA,NA,NA,NA,NA
"trikrozdea","trik","rozdea","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trikžert","trik","žert","related","word","word",0.446817282392846,-0.617839581727764,0.418182186526145,0.241437597961176,3,FALSE
"trnoboška","trno","boška","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"trnovzrušený","trno","vzrušený","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"trofejmedaile","trofej","medaile","related","word","word",0.510425085194914,0.350840605904804,1.70295916762626,0.983203933847964,3,FALSE
"trofejunést","trofej","unést","unrelated","word","word",0.119689026614513,-0.891070594398353,0.221689295638923,0.127992374513591,3,FALSE
"trofejvýzvědva","trofej","výzvědva","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trojrovatbramce","trojrovat","bramce","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"trojrovatpodivný","trojrovat","podivný","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"trónodělothbroklectvo","tróno","dělothbroklectvo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"trónostřih","tróno","střih","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"troubakamna","trouba","kamna","related","word","word",0.43464932780425,-0.249134906652165,0.655127760637869,0.37823818895787,3,FALSE
"troubaobřad","trouba","obřad","unrelated","word","word",0.115701167031354,NA,NA,NA,NA,NA
"troubapřijakousiný","trouba","přijakousiný","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trpělistrojdaběj","trpělistroj","daběj","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"trpělistrojlétat","trpělistroj","létat","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"trpělivíautoznáš","trpěliví","autoznáš","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trpělivíklienta","trpěliví","klienta","related","word","word",0.0822537718443751,-0.286031708192203,NA,NA,1,FALSE
"trpělivíryba","trpěliví","ryba","unrelated","word","word",0.11931712167213,-0.884677313924181,0.143206394149623,0.101262212412472,2,FALSE
"trpělivostdánkus","trpělivost","dánkus","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trpělivosthiv","trpělivost","hiv","unrelated","word","word",0.0899638243830446,NA,NA,NA,NA,NA
"trpělivostsoucit","trpělivost","soucit","related","word","word",0.513115873274547,-0.482366161998812,0.119130384613734,0.0842379028057327,2,FALSE
"trpětchlařozat","trpět","chlařozat","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"trpětpistole","trpět","pistole","unrelated","word","word",0.0552514328435766,-0.546498490770741,0.547848626472856,0.245005354034639,5,FALSE
"trpětzemřít","trpět","zemřít","related","word","word",0.526540986703053,-0.547055926544981,NA,NA,1,FALSE
"trstřízlivídrobný","trstřízliví","drobný","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"trstřízlivísabotomejch","trstřízliví","sabotomejch","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"trzejobrovský","trzej","obrovský","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"trzejsvoní","trzej","svoní","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tučtanámořnictvo","tučta","námořnictvo","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tučtastřelnost","tučta","střelnost","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"tuňákhumr","tuňák","humr","related","word","word",0.652198512279002,0.182504814595816,0.23988216398839,0.169622304841894,2,FALSE
"tuňákpíseň","tuňák","píseň","unrelated","word","word",0.0941202867922347,-0.875717654242596,0.204404462191785,0.118012971269988,3,FALSE
"tuňákteleviathan","tuňák","televiathan","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"turdiohřbiťan","turdio","hřbiťan","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"turdiozub","turdio","zub","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"turnajtáhnout","turnaj","táhnout","unrelated","word","word",0.0978800958893462,-0.472168141858551,0.416038484916406,0.240199931259731,3,FALSE
"turnajvzděžice","turnaj","vzděžice","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"turnajzápas","turnaj","zápas","related","word","word",0.653058253410934,-0.978039096320113,0.382539614511238,0.220859349413759,3,FALSE
"tvorbabránit","tvorba","bránit","unrelated","word","word",0.0860044738660794,-0.740539758609616,0.326925496301555,0.231171235377607,2,FALSE
"tvorbaronie","tvorba","ronie","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tvorbazničení","tvorba","zničení","related","word","word",0.251558147065021,-0.437225330240388,0.494318786268982,0.285395084317886,3,FALSE
"tvrdohlavýbomant","tvrdohlavý","bomant","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"tvrdohlavýodstavec","tvrdohlavý","odstavec","unrelated","word","word",0.124167684049805,1.55798443665905,3.6673492009859,2.59320748899619,2,FALSE
"tvrdohlavýsobecký","tvrdohlavý","sobecký","related","word","word",0.581436048986902,-0.514103623502477,0.109787099661649,0.0633856115432013,3,FALSE
"tyčkladivo","tyč","kladivo","related","word","word",0.367470429018276,-0.803036043329035,0.198836952430364,0.114798568010515,3,FALSE
"tyčpotkat","tyč","potkat","unrelated","word","word",0.0115880852419329,0.0779570197111726,0.319331255183318,0.225801295984936,2,FALSE
"tyčtmr","tyč","tmr","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"typickýfunkčtomilý","typický","funkčtomilý","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"typickýklasický","typický","klasický","related","word","word",0.598027287562127,NA,NA,NA,NA,NA
"typickýtři","typický","tři","unrelated","word","word",0.081974466650551,0.30443927226515,1.06185368457798,0.474875404174996,5,FALSE
"tysladkýopravdu","tysladký","opravdu","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"tysladkýzežant","tysladký","zežant","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ubohýdiskuse","ubohý","diskuse","unrelated","word","word",0.089795527589873,-0.395300282324088,NA,NA,1,FALSE
"ubohýpatetický","ubohý","patetický","related","word","word",0.671118204209163,0.424283959901727,1.03842839121068,0.734279757201707,2,FALSE
"ubohýurychný","ubohý","urychný","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"úbylauto","úbyl","auto","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"úbylinstrace","úbyl","instrace","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"účelpevač","účel","pevač","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"účelzáměr","účel","záměr","related","word","word",0.603128721255043,-0.70101779696833,0.562054430832439,0.397432499437563,2,FALSE
"účelzima","účel","zima","unrelated","word","word",0.0077741886943884,-0.357288903075528,0.564043013671813,0.398838639848235,2,FALSE
"učit sepříjmení","učit se","příjmení","unrelated","word","word",0,-0.653940103603624,0.157749218108979,0.0705475950178234,5,FALSE
"učit setrouzoda","učit se","trouzoda","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"učit seučit","učit se","učit","related","word","word",NA,-0.731903714650935,NA,NA,1,FALSE
"učkaabuzdravovat","učka","abuzdravovat","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"učkaoranžový","učka","oranžový","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"úctadůvěra","úcta","důvěra","related","word","word",0.531192671577775,-0.252471770778686,0.150993501747508,0.106768529000766,2,FALSE
"úctaprofesor","úcta","profesor","unrelated","word","word",0.118590123334462,-0.41582603276318,0.192171281509738,0.110950141110163,3,FALSE
"úctaprsař","úcta","prsař","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"udákýbudoních","udáký","budoních","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"udákýsoucit","udáký","soucit","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"udělatdělat","udělat","dělat","related","word","word",0.64913917962443,-0.0566676616838735,0.812433706363609,0.469058819067755,3,FALSE
"udělatprotat","udělat","protat","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"udělatslužebník","udělat","služebník","unrelated","word","word",0.132100811456791,-0.831566882553521,0.183151910652532,0.129507958009678,2,FALSE
"uděpohranek","udě","pohranek","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"uděpřipravit","udě","připravit","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"udeřitdoktor","udeřit","doktor","unrelated","word","word",0.0525597930049947,-0.224327446341147,0.492437632121821,0.284308999464635,3,FALSE
"udeřitmis","udeřit","mis","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"udeřitpraštit","udeřit","praštit","related","word","word",0.619531002489899,-0.642033572134556,0.41110433450474,0.237351198191334,3,FALSE
"údoníinvestovat","údoní","investovat","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"údonítulek","údoní","tulek","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"údržní můracvičit","údržní můra","cvičit","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"údržní můrakrutek","údržní můra","krutek","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ufobankat","ufo","bankat","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ufodřez","ufo","dřez","unrelated","word","word",0.0169929780476976,0.390637982342079,1.37253656586655,0.79243435577566,3,FALSE
"ufomimozemšťan","ufo","mimozemšťan","related","word","word",0.411117736140444,-0.671642033199142,0.304608132434149,0.215390476048757,2,FALSE
"uhdešoficiální","uhdeš","oficiální","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"uhdešsvívit","uhdeš","svívit","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"uhlíkgentlebený","uhlík","gentlebený","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"uhlíkpřístřeší","uhlík","přístřeší","unrelated","word","word",0.144369924900348,0.00299181690656315,NA,NA,1,FALSE
"uhlíkvodík","uhlík","vodík","related","word","word",0.638431351730817,-0.638553571700251,0.579948436052701,0.33483338567113,3,FALSE
"uhlímapráska","uhlí","mapráska","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"uhlíropa","uhlí","ropa","related","word","word",0.529406124365923,-1.03091625543895,0.0938733535632272,0.0541978059494622,3,FALSE
"uhlívýsost","uhlí","výsost","unrelated","word","word",0.0149512976618668,1.78047057045885,3.24090472275119,1.87113721409833,3,FALSE
"ukáladuch","ukála","duch","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ukálastružný","ukála","stružný","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ukázatchlapina","ukázat","chlapina","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ukázatdálnice","ukázat","dálnice","unrelated","word","word",0.142814808302653,-0.717823589286278,0.190694569655612,0.110097561123667,3,FALSE
"ukázatindikovat","ukázat","indikovat","related","word","word",0.24920947345056,-0.0560559436776291,0.151478690346338,0.107111609149153,2,FALSE
"ukázatnámořník","ukázat","námořník","unrelated","word","word",0.126919572143159,-0.405712055218218,0.393460635530224,0.27821868351339,2,FALSE
"ukázatpoford","ukázat","poford","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ukázatvýkon","ukázat","výkon","related","word","word",0.0642566404378769,-0.673400829539962,0.211845791238672,0.149797595550694,2,FALSE
"ukjístpřízvuk","ukjíst","přízvuk","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ukjíststavo","ukjíst","stavo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"úkolmise","úkol","mise","related","word","word",0.421873878943005,-0.66694530437247,0.0917233026221172,0.0648581692769249,2,FALSE
"úkolsměšredý","úkol","směšredý","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"úkolznát","úkol","znát","unrelated","word","word",0.112370119956306,-0.853647353375876,0.319612029760495,0.142934844994231,5,FALSE
"ukončejnýcibule","ukončejný","cibule","nonword","nonword","word",NA,NA,NA,NA,NA,NA
